Frequency (GHz),VertexIndex,vertex_X (mm),vertex_Y (mm),vertex_Z (mm),Re( Total B x ) (T),Im( Total B x ) (T),Re( Total B y ) (T),Im( Total B y ) (T),Re( Total B z ) (T),Im( Total B z ) (T)
0.1,31,6.04792451,120.842598,145.449668,-1.19519868e-07,-4.30382698e-08,1.23632118e-08,-1.28235422e-10,1.46375267e-08,-5.5782734e-10
0.1,32,6.04792451,117.940828,145.449668,-1.25550955e-07,-4.32454819e-08,1.30706672e-08,-6.3958408e-11,1.60417706e-08,-4.17176627e-10
0.1,33,6.04792451,117.940828,139.646128,-1.4444511e-07,-4.38618102e-08,1.63726597e-08,2.85420326e-10,1.8490697e-08,1.48140319e-10
0.1,34,6.04792451,120.842598,139.646128,-1.36615725e-07,-4.35378773e-08,1.53942459e-08,1.67406713e-10,1.67369887e-08,-5.60592163e-11
0.1,35,6.04792451,115.039065,151.253194,-1.14348794e-07,-4.33493774e-08,1.09350884e-08,-2.64368222e-10,1.51516986e-08,-7.97221344e-10
0.1,36,6.04792451,115.039065,154.154956,-1.06596531e-07,-4.35056791e-08,9.72624647e-09,-3.61671221e-10,1.40876981e-08,-1.03789288e-09
0.1,37,6.04792451,115.039065,148.351431,-1.22782154e-07,-4.33317311e-08,1.22755823e-08,-1.44152884e-10,1.63099063e-08,-5.34668532e-10
0.1,38,6.04792451,115.039065,145.449668,-1.31958672e-07,-4.34649046e-08,1.37767602e-08,5.43560336e-12,1.75690396e-08,-2.51389382e-10
0.1,39,6.04792451,115.039065,142.547891,-1.41947368e-07,-4.37607284e-08,1.54591291e-08,1.88429258e-10,1.89354576e-08,5.43624867e-11
0.1,40,6.04792451,115.039065,139.646128,-1.52815602e-07,-4.42288766e-08,1.7364858e-08,4.10087381e-10,2.04214228e-08,3.84704685e-10
0.1,41,6.04792451,112.137295,148.351431,-1.28673832e-07,-4.35036327e-08,1.28610971e-08,-9.52136772e-11,1.77807742e-08,-3.76927156e-10
0.1,42,6.04792451,112.137295,151.253194,-1.19451329e-07,-4.3483098e-08,1.14308154e-08,-2.35638536e-10,1.64675438e-08,-6.66273869e-10
0.1,43,6.04792451,112.137295,145.449668,-1.38739566e-07,-4.36946941e-08,1.44660932e-08,7.60996613e-11,1.92191631e-08,-6.14844217e-11
0.1,44,6.04792451,112.137295,136.744365,-1.74860276e-07,-4.5423338e-08,2.07368771e-08,8.38511316e-10,2.44474876e-08,1.06032061e-09
0.1,45,6.04792451,115.039065,136.744365,-1.64647176e-07,-4.48853577e-08,1.95315391e-08,6.74951373e-10,2.2025171e-08,7.36988026e-10
0.1,46,6.04792451,112.137295,139.646128,-1.6173702e-07,-4.46383304e-08,1.83605184e-08,5.364994e-10,2.25416361e-08,6.56295684e-10
0.1,47,6.04792451,109.235533,154.154956,-1.15581649e-07,-4.37027978e-08,1.05550422e-08,-3.32586403e-10,1.65311089e-08,-8.07239831e-10
0.1,48,6.04792451,112.137295,154.154956,-1.10987692e-07,-4.36164243e-08,1.01493294e-08,-3.48351681e-10,1.5273212e-08,-9.31093036e-10
0.1,49,6.04792451,112.137295,157.056719,-1.03215342e-07,-4.38935857e-08,8.99049812e-09,-4.41508108e-10,1.41917722e-08,-1.17001775e-09
0.1,50,6.04792451,109.235533,157.056719,-1.07126489e-07,-4.39602132e-08,9.33554833e-09,-4.40688208e-10,1.53280482e-08,-1.06830111e-09
0.1,51,6.04792451,109.235533,145.449668,-1.4588737e-07,-4.39334222e-08,1.51400918e-08,1.49681476e-10,2.10011173e-08,1.55019553e-10
0.1,52,6.04792451,109.235533,148.351431,-1.34867506e-07,-4.36730616e-08,1.34238425e-08,-4.29921931e-11,1.93521501e-08,-1.96948791e-10
0.1,53,6.04792451,109.235533,142.547891,-1.57960329e-07,-4.440097e-08,1.70945338e-08,3.83368282e-10,2.28331221e-08,5.42114686e-10
0.1,54,6.04792451,112.137295,142.547891,-1.49728422e-07,-4.40670327e-08,1.62858651e-08,2.85600071e-10,2.08032613e-08,2.82657564e-10
0.1,55,6.04792451,109.235533,136.744365,-1.85751901e-07,-4.60263685e-08,2.1939389e-08,1.00571595e-09,2.71307439e-08,1.42767209e-09
0.1,56,6.04792451,109.235533,139.646128,-1.71201989e-07,-4.5089255e-08,1.93420249e-08,6.66094291e-10,2.48696317e-08,9.64622715e-10
0.1,57,6.04792451,109.235533,133.842602,-2.0175176e-07,-4.72307349e-08,2.49644483e-08,1.41329892e-09,2.96427238e-08,1.92853356e-09
0.1,58,6.04792451,112.137295,133.842602,-1.89210368e-07,-4.64382275e-08,2.34745627e-08,1.19963095e-09,2.65340905e-08,1.49614277e-09
0.1,59,6.04792451,106.33377,154.154956,-1.20367886e-07,-4.37633965e-08,1.09349463e-08,-3.15013904e-10,1.78553314e-08,-6.67024658e-10
0.1,60,6.04792451,106.33377,157.056719,-1.11194829e-07,-4.39929266e-08,9.66094049e-09,-4.36072012e-10,1.65212377e-08,-9.4969721e-10
0.1,61,6.04792451,106.33377,151.253194,-1.30384464e-07,-4.37065921e-08,1.23537083e-08,-1.68900324e-10,1.93522673e-08,-3.47829737e-10
0.1,62,6.04792451,109.235533,151.253194,-1.24799456e-07,-4.36024408e-08,1.19073018e-08,-2.03004683e-10,1.78683894e-08,-5.17733356e-10
0.1,63,6.04792451,106.33377,145.449668,-1.53388839e-07,-4.41825989e-08,1.57786229e-08,2.22397809e-10,2.29149588e-08,3.97304384e-10
0.1,64,6.04792451,106.33377,148.351431,-1.41352032e-07,-4.38391439e-08,1.3957199e-08,9.13150631e-12,2.1031644e-08,4.70520628e-12
0.1,65,6.04792451,106.33377,142.547891,-1.66625512e-07,-4.47557618e-08,1.7871578e-08,4.830501e-10,2.50339465e-08,8.31269165e-10
0.1,66,6.04792451,106.33377,130.940825,-2.34873212e-07,-4.98734529e-08,3.03859764e-08,2.18093099e-09,3.65205999e-08,3.06533532e-09
0.1,67,6.04792451,109.235533,130.940825,-2.19353552e-07,-4.87256422e-08,2.85072606e-08,1.90338145e-09,3.24285274e-08,2.4753557e-09
0.1,68,6.04792451,106.33377,133.842602,-2.15136865e-07,-4.81120139e-08,2.64462425e-08,1.62785851e-09,3.31157537e-08,2.4220328e-09
0.1,69,6.04792451,103.432,151.253194,-1.36189612e-07,-4.37944863e-08,1.27677025e-08,-1.32238012e-10,2.09200763e-08,-1.62144881e-10
0.1,70,6.04792451,103.432,154.154956,-1.25332065e-07,-4.37976162e-08,1.12833547e-08,-2.93865487e-10,1.92461993e-08,-5.08869002e-10
0.1,71,6.04792451,103.432,148.351431,-1.48108271e-07,-4.39990835e-08,1.44498804e-08,6.12079276e-11,2.2812781e-08,2.27236022e-10
0.1,72,6.04792451,103.432,142.547891,-1.75715641e-07,-4.51341933e-08,1.85975342e-08,5.75502701e-10,2.73995457e-08,1.15007437e-09
0.1,73,6.04792451,103.432,145.449668,-1.61226936e-07,-4.44366108e-08,1.63735265e-08,2.94782254e-10,2.49624232e-08,6.62935096e-10
0.1,74,6.04792451,103.432,133.842602,-2.29360509e-07,-4.90859584e-08,2.78809615e-08,1.83925586e-09,3.6979511e-08,2.97752001e-09
0.1,75,6.04792451,106.33377,136.744365,-1.97321526e-07,-4.66940406e-08,2.31209789e-08,1.17248422e-09,3.00942737e-08,1.83974358e-09
0.1,76,6.04792451,103.432,136.744365,-2.09550592e-07,-4.7424038e-08,2.42495322e-08,1.33399591e-09,3.33514194e-08,2.30027375e-09
0.1,77,6.04792451,103.432,130.940825,-2.51475569e-07,-5.1151563e-08,3.22387912e-08,2.45695908e-09,4.11373797e-08,3.73370135e-09
0.1,78,6.04792451,100.530237,151.253194,-1.42196214e-07,-4.38638814e-08,1.31361295e-08,-9.73967573e-11,2.25606822e-08,4.04483808e-11
0.1,79,6.04792451,100.530237,154.154956,-1.30457536e-07,-4.38045866e-08,1.15965255e-08,-2.70660411e-10,2.06979962e-08,-3.36826039e-10
0.1,80,6.04792451,100.530237,148.351431,-1.55112929e-07,-4.41515944e-08,1.48910146e-08,1.12372944e-10,2.4693886e-08,4.6844556e-10
0.1,81,6.04792451,100.530237,139.646128,-2.02776704e-07,-4.66881005e-08,2.20201049e-08,1.03692743e-09,3.31703376e-08,2.11342588e-09
0.1,82,6.04792451,103.432,139.646128,-1.91749507e-07,-4.61181457e-08,2.11944187e-08,9.19065823e-10,3.01798124e-08,1.69421588e-09
0.1,83,6.04792451,100.530237,142.547891,-1.85186693e-07,-4.55296139e-08,1.92597547e-08,6.67150724e-10,2.99389278e-08,1.49971791e-09
0.1,84,6.04792451,100.530237,128.039062,-2.97042448e-07,-5.54913271e-08,3.98773068e-08,3.56677843e-09,5.22346468e-08,5.51227508e-09
0.1,85,6.04792451,103.432,128.039062,-2.7621104e-07,-5.36640314e-08,3.75130043e-08,3.2131704e-09,4.5906031e-08,4.58322669e-09
0.1,86,6.04792451,100.530237,130.940825,-2.69133352e-07,-5.25544088e-08,3.40135529e-08,2.72313239e-09,4.6312632e-08,4.4898556e-09
0.1,87,6.04792451,100.530237,125.137299,-3.28656085e-07,-5.90386584e-08,4.71529518e-08,4.62137395e-09,5.91625806e-08,6.6780661e-09
0.1,88,6.04792451,103.432,125.137299,-3.03955204e-07,-5.66807827e-08,4.39526353e-08,4.14225099e-09,5.13636103e-08,5.53196777e-09
0.1,89,6.04792451,97.6284668,154.154956,-1.35727873e-07,-4.378537e-08,1.18660601e-08,-2.47220022e-10,2.21988827e-08,-1.53742352e-10
0.1,90,6.04792451,100.530237,157.056719,-1.19753309e-07,-4.39513848e-08,1.0226854e-08,-4.17150592e-10,1.90624441e-08,-6.69293232e-10
0.1,91,6.04792451,97.6284668,157.056719,-1.2421026e-07,-4.38756516e-08,1.04593862e-08,-4.03848399e-10,2.04000035e-08,-5.10588405e-10
0.1,92,6.04792451,97.6284668,148.351431,-1.62336804e-07,-4.4293877e-08,1.52731818e-08,1.58047964e-10,2.66650932e-08,7.2740447e-10
0.1,93,6.04792451,97.6284668,151.253194,-1.48378106e-07,-4.39147421e-08,1.34554936e-08,-6.0024645e-11,2.42741915e-08,2.57188021e-10
0.1,94,6.04792451,97.6284668,145.449668,-1.77804992e-07,-4.495908e-08,1.7375644e-08,4.24933089e-10,2.94272073e-08,1.26469968e-09
0.1,95,6.04792451,100.530237,145.449668,-1.69378012e-07,-4.46964421e-08,1.69107981e-08,3.61523256e-10,2.71339644e-08,9.52860568e-10
0.1,96,6.04792451,97.6284668,142.547891,-1.95016142e-07,-4.59409328e-08,1.98366319e-08,7.49305729e-10,3.26360023e-08,1.87370208e-09
0.1,97,6.04792451,97.6284668,130.940825,-2.87801385e-07,-5.40769634e-08,3.56383296e-08,2.96830449e-09,5.20686605e-08,5.33479216e-09
0.1,98,6.04792451,100.530237,133.842602,-2.44401093e-07,-5.01483228e-08,2.9235089e-08,2.04075978e-09,4.12526546e-08,3.59461172e-09
0.1,99,6.04792451,97.6284668,133.842602,-2.60198362e-07,-5.12900868e-08,3.04554781e-08,2.22700325e-09,4.59352449e-08,4.27696989e-09
0.1,100,6.04792451,97.6284668,128.039062,-3.19228576e-07,-5.74909897e-08,4.20828101e-08,3.90029697e-09,5.93820886e-08,6.56044019e-09
0.1,101,6.04792451,97.6284668,125.137299,-3.55197983e-07,-6.16389642e-08,5.02132735e-08,5.08161291e-09,6.81478411e-08,7.99982658e-09
0.1,102,6.04792451,94.7267041,154.154956,-1.41116587e-07,-4.37369465e-08,1.20877113e-08,-2.20112331e-10,2.37496245e-08,4.18474248e-11
0.1,103,6.04792451,94.7267041,157.056719,-1.28764157e-07,-4.37664163e-08,1.06520348e-08,-3.86092713e-10,2.17708642e-08,-3.42079726e-10
0.1,104,6.04792451,94.7267041,148.351431,-1.69744567e-07,-4.44229222e-08,1.55843107e-08,2.0142378e-10,2.87140658e-08,1.00324582e-09
0.1,105,6.04792451,94.7267041,151.253194,-1.54710179e-07,-4.39433805e-08,1.37157352e-08,-2.94495435e-11,2.60445798e-08,4.87038021e-10
0.1,106,6.04792451,94.7267041,139.646128,-2.26114111e-07,-4.79152931e-08,2.33466402e-08,1.23531285e-09,3.97842648e-08,3.05758929e-09
0.1,107,6.04792451,97.6284668,139.646128,-2.14251273e-07,-4.72894222e-08,2.2747745e-08,1.14315168e-09,3.63761927e-08,2.56936294e-09
0.1,108,6.04792451,94.7267041,142.547891,-2.05140111e-07,-4.63606717e-08,2.03057002e-08,8.19613266e-10,3.54778287e-08,2.27388508e-09
0.1,109,6.04792451,94.7267041,136.744365,-2.4979289e-07,-4.99384605e-08,2.70097438e-08,1.74822568e-09,4.48965949e-08,3.96245214e-09
0.1,110,6.04792451,97.6284668,136.744365,-2.35843331e-07,-4.90515752e-08,2.62323407e-08,1.62729641e-09,4.0763684e-08,3.36478578e-09
0.1,111,6.04792451,94.7267041,128.039062,-3.42668045e-07,-5.96474123e-08,4.40269936e-08,4.19752499e-09,6.73707561e-08,7.73514941e-09
0.1,112,6.04792451,94.7267041,130.940825,-3.07380247e-07,-5.57047457e-08,3.70374806e-08,3.18280868e-09,5.8391084e-08,6.26088115e-09
0.1,113,6.04792451,94.7267041,125.137299,-3.83497905e-07,-6.44756781e-08,5.2969181e-08,5.4980549e-09,7.83831382e-08,9.50319468e-09
0.1,114,6.04792451,94.7267041,122.235529,-4.31068145e-07,-7.03541616e-08,6.46230305e-08,7.19579818e-09,9.20110708e-08,1.16489902e-08
0.1,115,6.04792451,97.6284668,122.235529,-3.96583289e-07,-6.66457396e-08,6.06124502e-08,6.59565291e-09,7.86981857e-08,9.69374359e-09
0.1,116,6.04792451,91.7287767,151.253194,-1.6125658e-07,-4.39483046e-08,1.39135041e-08,3.76735405e-12,2.78915966e-08,7.29226901e-10
0.1,117,6.04792451,91.7287767,154.154956,-1.46685181e-07,-4.36558274e-08,1.22610935e-08,-1.95419056e-10,2.53589842e-08,2.48002341e-10
0.1,118,6.04792451,91.7287767,148.351431,-1.77417675e-07,-4.45356996e-08,1.58188023e-08,2.4215363e-10,3.08644026e-08,1.29259381e-09
0.1,119,6.04792451,91.7287767,136.744365,-2.6439281e-07,-5.08696623e-08,2.76106693e-08,1.84674698e-09,4.934655e-08,4.60998617e-09
0.1,120,6.04792451,91.7287767,139.646128,-2.3848429e-07,-4.8562633e-08,2.38028228e-08,1.31037936e-09,4.34221405e-08,3.58047547e-09
0.1,121,6.04792451,91.7287767,133.842602,-2.9399888e-07,-5.37928955e-08,3.23004059e-08,2.5169129e-09,5.65382017e-08,5.8288907e-09
0.1,122,6.04792451,94.7267041,133.842602,-2.76677753e-07,-5.2505424e-08,3.14872963e-08,2.38517472e-09,5.10129432e-08,5.01921216e-09
0.1,123,6.04792451,91.7287767,128.039062,-3.67601245e-07,-6.19790939e-08,4.56187088e-08,4.44693216e-09,7.63014896e-08,9.04973341e-09
0.1,124,6.04792451,91.7287767,130.940825,-3.28073043e-07,-5.74474477e-08,3.81638685e-08,3.363259e-09,6.53631602e-08,7.28530969e-09
0.1,125,6.04792451,91.7287767,125.137299,-4.13840922e-07,-6.75631284e-08,5.52864243e-08,5.85256688e-09,9.00362167e-08,1.12166116e-08
0.1,126,6.04792451,91.7287767,122.235529,-4.68432319e-07,-7.44371462e-08,6.81088039e-08,7.72027864e-09,1.07535371e-07,1.39232377e-08
0.1,127,6.04792451,91.7287767,119.333766,-5.33514822e-07,-8.29086986e-08,8.55174562e-08,1.02557189e-08,1.30117542e-07,1.73609571e-08
0.1,128,6.04792451,94.7267041,119.333766,-4.86903048e-07,-7.75058595e-08,8.01157469e-08,9.45075307e-09,1.08995174e-07,1.42743586e-08
0.1,129,6.04792451,89.9979249,154.154956,-1.51198776e-07,-4.3565862e-08,1.2335267e-08,-1.79156925e-10,2.66688716e-08,4.15821322e-10
0.1,130,6.04792451,91.7287767,157.056719,-1.33468475e-07,-4.36177281e-08,1.08046887e-08,-3.63583941e-10,2.31912534e-08,-1.641383e-10
0.1,131,6.04792451,89.9979249,157.056719,-1.37278775e-07,-4.34677361e-08,1.08731273e-08,-3.51026014e-10,2.43441143e-08,-1.78761138e-11
0.1,132,6.04792451,89.9979249,145.449668,-2.02750243e-07,-4.56542253e-08,1.81530204e-08,5.53052437e-10,3.64367096e-08,2.23525731e-09
0.1,133,6.04792451,91.7287767,145.449668,-1.95448919e-07,-4.5465363e-08,1.80400939e-08,5.28205646e-10,3.43572175e-08,1.94431937e-09
0.1,134,6.04792451,89.9979249,148.351431,-1.83650243e-07,-4.46079085e-08,1.59137201e-08,2.58051691e-10,3.26241469e-08,1.53443924e-09
0.1,135,6.04792451,89.9979249,139.646128,-2.48584371e-07,-4.90841607e-08,2.3985006e-08,1.3439162e-09,4.64506762e-08,4.01896338e-09
0.1,136,6.04792451,91.7287767,142.547891,-2.15668734e-07,-4.67867523e-08,2.06634549e-08,8.80058859e-10,3.84921321e-08,2.70037925e-09
0.1,137,6.04792451,89.9979249,142.547891,-2.24244729e-07,-4.71205048e-08,2.08044515e-08,9.05016395e-10,4.09848333e-08,3.0582461e-09
0.1,138,6.04792451,89.9979249,133.842602,-3.08225054e-07,-5.48542047e-08,3.26294298e-08,2.5748581e-09,6.12160846e-08,6.51304921e-09
0.1,139,6.04792451,89.9979249,136.744365,-2.76338881e-07,-5.16263619e-08,2.78521828e-08,1.88879867e-09,5.30810311e-08,5.15497556e-09
0.1,140,6.04792451,89.9979249,128.039062,-3.88290715e-07,-6.39279989e-08,4.62883882e-08,4.5531201e-09,8.40373673e-08,1.01866844e-08
0.1,141,6.04792451,89.9979249,130.940825,-3.45151051e-07,-5.89003264e-08,3.86232486e-08,3.43860052e-09,7.13189081e-08,8.16203816e-09
0.1,142,6.04792451,89.9979249,119.333766,-5.73324826e-07,-8.75814479e-08,8.79766944e-08,1.06217968e-08,1.49685974e-07,2.02198098e-08
0.1,143,6.04792451,89.9979249,122.235529,-4.99957309e-07,-7.79234739e-08,6.96474274e-08,7.95295918e-09,1.21509444e-07,1.59717146e-08
0.1,144,6.04792451,88.9986157,154.154956,-1.53807378e-07,-4.35024496e-08,1.23641222e-08,-1.70960884e-10,2.74253473e-08,5.14858878e-10
0.1,145,6.04792451,88.9986157,157.056719,-1.39487099e-07,-4.3376712e-08,1.09024461e-08,-3.39967304e-10,2.50101522e-08,6.70212566e-11
0.1,146,6.04792451,88.9986157,151.253194,-1.69643982e-07,-4.39090897e-08,1.40301566e-08,2.87459969e-11,3.02782439e-08,1.04673359e-09
0.1,147,6.04792451,89.9979249,151.253194,-1.66568796e-07,-4.39304877e-08,1.39962895e-08,2.02242945e-11,2.94033224e-08,9.31154875e-10
0.1,148,6.04792451,88.9986157,148.351431,-1.87262344e-07,-4.4646292e-08,1.59529687e-08,2.70291373e-10,3.36493464e-08,1.67377512e-09
0.1,149,6.04792451,88.9986157,139.646128,-2.54449247e-07,-4.93826064e-08,2.40581368e-08,1.35910494e-09,4.82240168e-08,4.27383018e-09
0.1,150,6.04792451,88.9986157,142.547891,-2.29221328e-07,-4.7311115e-08,2.08649098e-08,9.19907372e-10,4.24433964e-08,3.26548033e-09
0.1,151,6.04792451,88.9986157,136.744365,-2.83295606e-07,-5.20690335e-08,2.79490351e-08,1.90985072e-09,5.52779014e-08,5.47425483e-09
0.1,152,6.04792451,88.9986157,133.842602,-3.16519476e-07,-5.54691226e-08,3.27670548e-08,2.59694466e-09,6.39723012e-08,6.9197279e-09
0.1,153,6.04792451,88.9986157,130.940825,-3.55118118e-07,-5.97439396e-08,3.88232166e-08,3.47384677e-09,7.48512221e-08,8.68220518e-09
0.1,154,6.04792451,88.9986157,125.137299,-4.54113348e-07,-7.17126412e-08,5.67380241e-08,6.07856698e-09,1.06493083e-07,1.3634871e-08
0.1,155,6.04792451,89.9979249,125.137299,-4.39208236e-07,-7.01694418e-08,5.62969937e-08,6.00836048e-09,1.0031733e-07,1.27260034e-08
0.1,156,6.04792451,88.9986157,128.039062,-4.00411466e-07,-6.50738414e-08,4.65813308e-08,4.600476e-09,8.86531382e-08,1.08656133e-08
0.1,157,6.04792451,88.9986157,122.235529,-5.18560398e-07,-7.99924891e-08,7.0353579e-08,8.06345479e-09,1.3000475e-07,1.72129457e-08
0.1,158,6.04792451,88.9986157,119.333766,-5.9692735e-07,-9.03666972e-08,8.91273757e-08,1.07981046e-08,1.61735514e-07,2.1980453e-08
0.1,159,6.04792451,88.9986157,116.432004,-6.93721745e-07,-1.0348333e-07,1.15889769e-07,1.46845203e-08,2.05749515e-07,2.85052639e-08
0.1,160,6.04792451,89.9979249,116.432004,-6.6312441e-07,-9.96898919e-08,1.13940985e-07,1.43939731e-08,1.87992939e-07,2.59220219e-08
0.1,161,6.04792451,87.9993066,151.253194,-1.71903494e-07,-4.3892733e-08,1.4055729e-08,3.66441426e-11,3.09210648e-08,1.13095244e-09
0.1,162,6.04792451,87.9993066,154.154956,-1.55729921e-07,-4.34537597e-08,1.23923058e-08,-1.63624753e-10,2.79815087e-08,5.89570615e-10
0.1,163,6.04792451,87.9993066,148.351431,-1.89907325e-07,-4.46610109e-08,1.59793618e-08,2.75465956e-10,3.43969262e-08,1.77520798e-09
0.1,164,6.04792451,87.9993066,145.449668,-2.10098037e-07,-4.58303226e-08,1.82349851e-08,5.71249104e-10,3.85432024e-08,2.52961896e-09
0.1,165,6.04792451,88.9986157,145.449668,-2.0699062e-07,-4.5754085e-08,1.81941076e-08,5.57196567e-10,3.7647542e-08,2.40756082e-09
0.1,166,6.04792451,87.9993066,142.547891,-2.32868729e-07,-4.7445269e-08,2.09020765e-08,9.2815966e-10,4.35105534e-08,3.41627993e-09
0.1,167,6.04792451,87.9993066,139.646128,-2.58761048e-07,-4.96007182e-08,2.41090294e-08,1.37351908e-09,4.95307191e-08,4.46357218e-09
0.1,168,6.04792451,87.9993066,136.744365,-2.88398326e-07,-5.23880708e-08,2.80208319e-08,1.92815586e-09,5.68933487e-08,5.71078917e-09
0.1,169,6.04792451,87.9993066,128.039062,-4.09334916e-07,-6.59215829e-08,4.68008103e-08,4.63661687e-09,9.20869283e-08,1.1373654e-08
0.1,170,6.04792451,87.9993066,130.940825,-3.6245541e-07,-6.03668013e-08,3.89653465e-08,3.50076701e-09,7.74707019e-08,9.06472852e-09
0.1,171,6.04792451,87.9993066,122.235529,-5.32300646e-07,-8.15197652e-08,7.0912634e-08,8.15342194e-09,1.36370815e-07,1.81461335e-08
0.1,172,6.04792451,87.9993066,125.137299,-4.65104335e-07,-7.28465963e-08,5.70818486e-08,6.13595041e-09,1.11105088e-07,1.43091547e-08
0.1,173,6.04792451,87.9993066,119.333766,-6.14421424e-07,-9.24261983e-08,9.0056318e-08,1.0939126e-08,1.70829765e-07,2.3302194e-08
