Frequency (GHz),VertexIndex,vertex_X (mm),vertex_Y (mm),vertex_Z (mm),Re( Total B x ) (T),Im( Total B x ) (T),Re( Total B y ) (T),Im( Total B y ) (T),Re( Total B z ) (T),Im( Total B z ) (T)
0.1,0,6.04792451,138.253197,154.154956,-4.75118505e-08,-2.95008142e-08,3.83348642e-09,-1.21863553e-09,4.73617057e-09,-1.74271542e-09
0.1,1,6.04792451,141.15496,154.154956,-4.61250202e-08,-2.9352794e-08,3.50388385e-09,-1.19854904e-09,4.32573621e-09,-1.75335801e-09
0.1,2,6.04792451,141.15496,157.056719,-4.39622632e-08,-2.92282802e-08,3.11943715e-09,-1.19654708e-09,4.09166878e-09,-1.84065774e-09
0.1,3,6.04792451,138.253197,157.056719,-4.51155202e-08,-2.9416368e-08,3.42552409e-09,-1.23253341e-09,4.47312942e-09,-1.8348566e-09
0.1,4,6.04792451,135.351434,151.253194,-5.19304706e-08,-2.97362046e-08,4.62845451e-09,-1.1951875e-09,5.47790124e-09,-1.61051938e-09
0.1,5,6.04792451,138.253197,151.253194,-5.01151014e-08,-2.96311278e-08,4.27290292e-09,-1.19929644e-09,5.00875519e-09,-1.64274283e-09
0.1,6,6.04792451,135.351434,154.154956,-4.90501328e-08,-2.96337035e-08,4.16080592e-09,-1.2302539e-09,5.1722755e-09,-1.71798198e-09
0.1,7,6.04792451,132.449657,151.253194,-5.39209495e-08,-2.98336182e-08,4.9821991e-09,-1.18227006e-09,5.97630256e-09,-1.56352831e-09
0.1,8,6.04792451,132.449657,154.154956,-5.07392457e-08,-2.97534726e-08,4.4872337e-09,-1.22982913e-09,5.63230973e-09,-1.67752356e-09
0.1,9,6.04792451,132.449657,148.351431,-5.73775978e-08,-2.99779828e-08,5.52488233e-09,-1.12649301e-09,6.33981401e-09,-1.43611956e-09
0.1,10,6.04792451,135.351434,148.351431,-5.50545671e-08,-2.98939113e-08,5.13691845e-09,-1.15376408e-09,5.79532866e-09,-1.4935202e-09
0.1,11,6.04792451,129.547894,151.253194,-5.60893731e-08,-2.99241307e-08,5.33426903e-09,-1.16085608e-09,6.50649223e-09,-1.49940993e-09
0.1,12,6.04792451,129.547894,154.154956,-5.25795727e-08,-2.98565759e-08,4.8083395e-09,-1.22210886e-09,6.11794304e-09,-1.62318736e-09
0.1,13,6.04792451,126.646131,148.351431,-6.26387617e-08,-3.01502432e-08,6.2915575e-09,-1.04322473e-09,7.53973861e-09,-1.27253075e-09
0.1,14,6.04792451,129.547894,148.351431,-5.99042522e-08,-3.00631235e-08,5.9097891e-09,-1.08953069e-09,6.92077373e-09,-1.36243228e-09
0.1,15,6.04792451,126.646131,151.253194,-5.84343205e-08,-3.00084828e-08,5.6806968e-09,-1.12926413e-09,7.06930248e-09,-1.42041567e-09
0.1,16,6.04792451,126.646131,145.449668,-6.72101663e-08,-3.03765759e-08,6.97168545e-09,-9.44210266e-10,8.04015077e-09,-1.11043907e-09
0.1,17,6.04792451,129.547894,145.449668,-6.40438387e-08,-3.0277576e-08,6.54699939e-09,-1.00614972e-09,7.35512407e-09,-1.21419663e-09
0.1,18,6.04792451,123.744361,151.253194,-6.09562392e-08,-3.00859746e-08,6.01811623e-09,-1.08776077e-09,7.66455077e-09,-1.32677014e-09
0.1,19,6.04792451,126.646131,154.154956,-5.45750751e-08,-2.99464205e-08,5.12632115e-09,-1.20523036e-09,6.63096333e-09,-1.55375512e-09
0.1,20,6.04792451,123.744361,154.154956,-5.67190064e-08,-3.00223562e-08,5.4361462e-09,-1.1767689e-09,7.16907822e-09,-1.47060741e-09
0.1,21,6.04792451,123.744361,148.351431,-6.55795418e-08,-3.02383292e-08,6.66378108e-09,-9.89750837e-10,8.1987821e-09,-1.16643706e-09
0.1,22,6.04792451,123.744361,145.449668,-7.06218373e-08,-3.04881631e-08,7.39027683e-09,-8.71879735e-10,8.7741876e-09,-9.88162885e-10
0.1,23,6.04792451,120.842598,148.351431,-6.87293422e-08,-3.03309626e-08,7.02726988e-09,-9.25089949e-10,8.89951135e-09,-1.04267683e-09
0.1,24,6.04792451,120.842598,151.253194,-6.36546744e-08,-3.01574552e-08,6.34300079e-09,-1.04030562e-09,8.29153102e-09,-1.21954424e-09
0.1,25,6.04792451,120.842598,142.547891,-8.03402287e-08,-3.10095061e-08,8.67052563e-09,-6.45829279e-10,1.02825561e-08,-6.31352748e-10
0.1,26,6.04792451,123.744361,142.547891,-7.61121157e-08,-3.08401553e-08,8.20479862e-09,-7.4089529e-10,9.39466638e-09,-7.93022426e-10
0.1,27,6.04792451,120.842598,145.449668,-7.42787805e-08,-3.06114742e-08,7.79702081e-09,-7.94905031e-10,9.56238022e-09,-8.47246273e-10
0.1,28,6.04792451,117.940828,154.154956,-6.14523401e-08,-3.01341956e-08,6.01726224e-09,-1.0940685e-09,8.32504821e-09,-1.26466393e-09
0.1,29,6.04792451,120.842598,154.154956,-5.9014333e-08,-3.00855056e-08,5.73457193e-09,-1.13861032e-09,7.73473463e-09,-1.37440725e-09
0.1,30,6.04792451,120.842598,157.056719,-5.47715047e-08,-3.01040046e-08,5.18655163e-09,-1.2293605e-09,7.22502191e-09,-1.50936985e-09
0.1,31,6.04792451,117.940828,157.056719,-5.68239145e-08,-3.01464205e-08,5.45080425e-09,-1.19133647e-09,7.75743203e-09,-1.40885681e-09
0.1,32,6.04792451,117.940828,142.547891,-8.48658175e-08,-3.12054489e-08,9.12054521e-09,-5.40080092e-10,1.12422578e-08,-4.49952353e-10
0.1,33,6.04792451,117.940828,145.449668,-7.81779335e-08,-3.07477315e-08,8.18643109e-09,-7.10480119e-10,1.04041078e-08,-6.88797186e-10
0.1,34,6.04792451,117.940828,139.646128,-9.21961529e-08,-3.18061204e-08,1.01931876e-08,-3.42486761e-10,1.21625527e-08,-1.85879423e-10
0.1,35,6.04792451,120.842598,139.646128,-8.69663239e-08,-3.15368247e-08,9.66568781e-09,-4.66861771e-10,1.1063686e-08,-3.96966321e-10
0.1,36,6.04792451,115.039065,154.154956,-6.40310915e-08,-3.0172405e-08,6.28287067e-09,-1.03929809e-09,8.93793395e-09,-1.14418319e-09
0.1,37,6.04792451,115.039065,157.056719,-5.89945728e-08,-3.01685468e-08,5.69977132e-09,-1.14722398e-09,8.30563263e-09,-1.29891409e-09
0.1,38,6.04792451,115.039065,136.744365,-1.06716307e-07,-3.29885772e-08,1.20513217e-08,4.3194285e-11,1.45642627e-08,3.7471537e-10
0.1,39,6.04792451,117.940828,136.744365,-1.00233308e-07,-3.25642517e-08,1.14352652e-08,-1.13245587e-10,1.31730395e-08,1.00243036e-10
0.1,40,6.04792451,115.039065,139.646128,-9.77842873e-08,-3.21156755e-08,1.06994058e-08,-2.14862794e-10,1.335966e-08,4.97210675e-11
0.1,41,6.04792451,112.137295,154.154956,-6.67409239e-08,-3.01997396e-08,6.52562715e-09,-9.73811587e-10,9.57259161e-09,-1.0135629e-09
0.1,42,6.04792451,112.137295,157.056719,-6.12751592e-08,-3.01751051e-08,5.92859539e-09,-1.0898793e-09,8.8691765e-09,-1.18034948e-09
0.1,43,6.04792451,112.137295,148.351431,-7.93784949e-08,-3.06281045e-08,7.98584576e-09,-6.96776414e-10,1.12544374e-08,-5.82629944e-10
0.1,44,6.04792451,115.039065,148.351431,-7.5636251e-08,-3.05252819e-08,7.69338193e-09,-7.78277165e-10,1.04277413e-08,-7.51199825e-10
0.1,45,6.04792451,115.039065,151.253194,-6.95617075e-08,-3.02881382e-08,6.94271529e-09,-9.15957477e-10,9.64378177e-09,-9.6159658e-10
0.1,46,6.04792451,112.137295,151.253194,-7.27540694e-08,-3.03463246e-08,7.20775972e-09,-8.43106585e-10,1.03634594e-08,-8.13681345e-10
0.1,47,6.04792451,112.137295,142.547891,-9.47750394e-08,-3.16711635e-08,9.93795535e-09,-3.21775828e-10,1.33869849e-08,-2.08249425e-11
0.1,48,6.04792451,115.039065,142.547891,-8.96793395e-08,-3.14256923e-08,9.54618873e-09,-4.3215298e-10,1.22766242e-08,-2.45501786e-10
0.1,49,6.04792451,115.039065,145.449668,-8.23213497e-08,-3.08999759e-08,8.55278337e-09,-6.18618212e-10,1.13027001e-08,-5.12652532e-10
0.1,50,6.04792451,112.137295,145.449668,-8.66915215e-08,-3.10645945e-08,8.88634766e-09,-5.23738219e-10,1.2257817e-08,-3.18979954e-10
0.1,51,6.04792451,112.137295,139.646128,-1.03721284e-07,-3.24658522e-08,1.11704637e-08,-8.33621713e-11,1.4658414e-08,3.11475568e-10
0.1,52,6.04792451,112.137295,133.842602,-1.24619376e-07,-3.47065168e-08,1.43693626e-08,5.3826027e-10,1.77078565e-08,1.09392229e-09
0.1,53,6.04792451,115.039065,133.842602,-1.16557061e-07,-3.40598341e-08,1.36387417e-08,3.47039592e-10,1.58998734e-08,7.32369443e-10
0.1,54,6.04792451,112.137295,136.744365,-1.13631245e-07,-3.34710109e-08,1.26321016e-08,2.00866435e-10,1.60946119e-08,6.83548607e-10
0.1,55,6.04792451,109.235533,148.351431,-8.32986373e-08,-3.07367074e-08,8.24241653e-09,-6.10038908e-10,1.21190444e-08,-4.02868211e-10
0.1,56,6.04792451,109.235533,151.253194,-7.60909202e-08,-3.03995478e-08,7.4394011e-09,-7.67138686e-10,1.11108323e-08,-6.54732157e-10
0.1,57,6.04792451,109.235533,145.449668,-9.12800999e-08,-3.12447206e-08,9.18239174e-09,-4.24374841e-10,1.32649083e-08,-1.09377001e-10
0.1,58,6.04792451,109.235533,142.547891,-1.00140561e-07,-3.19429354e-08,1.02842606e-08,-2.10323176e-10,1.45696788e-08,2.22945176e-10
0.1,59,6.04792451,109.235533,139.646128,-1.09995305e-07,-3.2856704e-08,1.15937295e-08,4.80177877e-11,1.60625362e-08,5.99448158e-10
0.1,60,6.04792451,109.235533,133.842602,-1.33230259e-07,-3.54359493e-08,1.50552637e-08,7.29055871e-10,1.97219379e-08,1.49952728e-09
0.1,61,6.04792451,109.235533,136.744365,-1.20974718e-07,-3.40122916e-08,1.3161511e-08,3.57564089e-10,1.77680306e-08,1.02427911e-09
0.1,62,6.04792451,106.33377,148.351431,-8.73771668e-08,-3.08486001e-08,8.45906456e-09,-5.20146259e-10,1.30142217e-08,-2.111019e-10
0.1,63,6.04792451,106.33377,151.253194,-7.95616586e-08,-3.04517798e-08,7.63583685e-09,-6.8444278e-10,1.18815979e-08,-4.89152496e-10
0.1,64,6.04792451,106.33377,145.449668,-9.606606e-08,-3.14352988e-08,9.42647649e-09,-3.28610861e-10,1.43179371e-08,1.14248812e-10
0.1,65,6.04792451,106.33377,136.744365,-1.2872448e-07,-3.46112152e-08,1.36167149e-08,5.08246945e-10,1.95908463e-08,1.39879097e-09
0.1,66,6.04792451,106.33377,139.646128,-1.16582441e-07,-3.32854668e-08,1.19487371e-08,1.76824999e-10,1.7567297e-08,9.12773301e-10
0.1,67,6.04792451,103.432,154.154956,-7.55432055e-08,-3.02187324e-08,7.08213044e-09,-7.41610107e-10,1.15614727e-08,-5.74875536e-10
0.1,68,6.04792451,106.33377,154.154956,-7.25102467e-08,-3.02217877e-08,6.92891566e-09,-8.25596924e-10,1.08886651e-08,-7.25134397e-10
0.1,69,6.04792451,106.33377,157.056719,-6.61296653e-08,-3.0137624e-08,6.31703045e-09,-9.49623935e-10,1.00226583e-08,-9.21179411e-10
0.1,70,6.04792451,103.432,157.056719,-6.86809329e-08,-3.00980787e-08,6.46795417e-09,-8.66042182e-10,1.06055822e-08,-7.8557344e-10
0.1,71,6.04792451,103.432,145.449668,-1.01019907e-07,-3.1636965e-08,9.61065183e-09,-2.31168459e-10,1.54124749e-08,3.48749418e-10
0.1,72,6.04792451,103.432,148.351431,-9.15902021e-08,-3.09610861e-08,8.62457483e-09,-4.30693037e-10,1.39342715e-08,-9.83537383e-12
0.1,73,6.04792451,103.432,142.547891,-1.11582523e-07,-3.25548264e-08,1.07894911e-08,7.17105151e-12,1.7140076e-08,7.64805663e-10
0.1,74,6.04792451,106.33377,142.547891,-1.05751162e-07,-3.2236656e-08,1.05747544e-08,-9.98247318e-11,1.58238116e-08,4.85923579e-10
0.1,75,6.04792451,103.432,136.744365,-1.36845372e-07,-3.52627652e-08,1.39753666e-08,6.50451082e-10,2.15550653e-08,1.80382154e-09
0.1,76,6.04792451,103.432,139.646128,-1.23453631e-07,-3.37506094e-08,1.22185533e-08,2.9684602e-10,1.91669347e-08,1.24808841e-09
0.1,77,6.04792451,103.432,133.842602,-1.52004716e-07,-3.71370241e-08,1.6153253e-08,1.08182963e-09,2.43824143e-08,2.4453688e-09
0.1,78,6.04792451,106.33377,133.842602,-1.42370354e-07,-3.62484442e-08,1.56610458e-08,9.14010423e-10,2.19457625e-08,1.94960337e-09
0.1,79,6.04792451,103.432,130.940825,-1.6922283e-07,-3.94287163e-08,1.88896987e-08,1.62275493e-09,2.77334316e-08,3.18528515e-09
0.1,80,6.04792451,106.33377,130.940825,-1.57742321e-07,-3.82394063e-08,1.81879987e-08,1.4088819e-09,2.4687397e-08,2.5760456e-09
0.1,81,6.04792451,100.530237,154.154956,-7.86457051e-08,-3.02063157e-08,7.19640392e-09,-6.52284005e-10,1.22341364e-08,-4.2182477e-10
0.1,82,6.04792451,100.530237,157.056719,-7.12954815e-08,-3.00450367e-08,6.59044685e-09,-7.75391806e-10,1.11861409e-08,-6.50314969e-10
0.1,83,6.04792451,100.530237,151.253194,-8.68086261e-08,-3.0539578e-08,7.90337396e-09,-5.09311537e-10,1.34515332e-08,-1.40227469e-10
0.1,84,6.04792451,103.432,151.253194,-8.31407334e-08,-3.04978229e-08,7.79292009e-09,-5.98171679e-10,1.26619826e-08,-3.17376403e-10
0.1,85,6.04792451,100.530237,145.449668,-1.06114953e-07,-3.18458753e-08,9.72757253e-09,-1.40149919e-10,1.65357879e-08,5.92888294e-10
0.1,86,6.04792451,100.530237,148.351431,-9.59155244e-08,-3.10761443e-08,8.73506423e-09,-3.39587664e-10,1.48701593e-08,1.96674191e-10
0.1,87,6.04792451,100.530237,142.547891,-1.17593331e-07,-3.2888952e-08,1.09234657e-08,1.06049197e-10,1.8504247e-08,1.05939368e-09
0.1,88,6.04792451,100.530237,130.940825,-1.81312402e-07,-4.07231653e-08,1.9407997e-08,1.8101628e-09,3.10950661e-08,3.85877064e-09
0.1,89,6.04792451,100.530237,133.842602,-1.62075622e-07,-3.80975962e-08,1.64874354e-08,1.2303395e-09,2.70184906e-08,2.98313352e-09
0.1,90,6.04792451,97.6284668,151.253194,-9.05420166e-08,-3.05751939e-08,7.96541233e-09,-4.19413365e-10,1.42358054e-08,3.78500946e-11
0.1,91,6.04792451,97.6284668,154.154956,-8.18041315e-08,-3.01847152e-08,7.2708648e-09,-5.58862845e-10,1.29004709e-08,-2.67853406e-10
0.1,92,6.04792451,97.6284668,148.351431,-1.00316214e-07,-3.118706e-08,8.78587691e-09,-2.54301885e-10,1.58062434e-08,4.06248174e-10
0.1,93,6.04792451,97.6284668,142.547891,-1.23730828e-07,-3.32329293e-08,1.09595906e-08,1.95768735e-10,1.98936103e-08,1.36209666e-09
0.1,94,6.04792451,97.6284668,145.449668,-1.11309262e-07,-3.20594928e-08,9.77031345e-09,-5.20720168e-11,1.76684036e-08,8.44046943e-10
0.1,95,6.04792451,97.6284668,130.940825,-1.93914587e-07,-4.21065387e-08,1.96725356e-08,1.95932004e-09,3.47444953e-08,4.59059413e-09
0.1,96,6.04792451,97.6284668,133.842602,-1.72500194e-07,-3.9115637e-08,1.66236891e-08,1.35012734e-09,2.98269534e-08,3.55755647e-09
0.1,97,6.04792451,97.6284668,125.137299,-2.47974157e-07,-5.02590467e-08,2.90962454e-08,3.78994791e-09,4.84550782e-08,7.34929451e-09
0.1,98,6.04792451,100.530237,125.137299,-2.29061001e-07,-4.7786763e-08,2.81461663e-08,3.5044474e-09,4.20449062e-08,6.11603479e-09
0.1,99,6.04792451,100.530237,128.039062,-2.03458967e-07,-4.39215029e-08,2.31856863e-08,2.54891552e-09,3.60391788e-08,4.89249619e-09
0.1,100,6.04792451,97.6284668,128.039062,-2.18826244e-07,-4.5777643e-08,2.36965807e-08,2.74810352e-09,4.08491871e-08,5.83679904e-09
0.1,101,6.04792451,94.7267041,151.253194,-9.43074454e-08,-3.06019139e-08,7.97803068e-09,-3.31728228e-10,1.50031951e-08,2.12555903e-10
0.1,102,6.04792451,94.7267041,154.154956,-8.49915267e-08,-3.01521972e-08,7.30463334e-09,-4.64820404e-10,1.35491831e-08,-1.18458965e-10
0.1,103,6.04792451,94.7267041,148.351431,-1.04758925e-07,-3.12935704e-08,8.77348239e-09,-1.70460798e-10,1.67297323e-08,6.15559548e-10
0.1,104,6.04792451,94.7267041,139.646128,-1.45241287e-07,-3.52868668e-08,1.23345592e-08,5.71380943e-10,2.43285836e-08,2.35034348e-09
0.1,105,6.04792451,97.6284668,139.646128,-1.37846129e-07,-3.47577789e-08,1.2430843e-08,4.96402919e-10,2.25755308e-08,1.97268912e-09
0.1,106,6.04792451,94.7267041,142.547891,-1.2994532e-07,-3.35811841e-08,1.08897895e-08,2.69595124e-10,2.1284535e-08,1.66713277e-09
0.1,107,6.04792451,94.7267041,128.039062,-2.34791017e-07,-4.77472391e-08,2.37824942e-08,2.87554158e-09,4.60800926e-08,6.86224189e-09
0.1,108,6.04792451,94.7267041,130.940825,-2.06901589e-07,-4.35615988e-08,1.96165697e-08,2.05497974e-09,3.86266166e-08,5.37016209e-09
0.1,109,6.04792451,94.7267041,125.137299,-2.67827744e-07,-5.29096624e-08,2.94983309e-08,3.9833421e-09,5.5617086e-08,8.72771722e-09
0.1,110,6.04792451,94.7267041,122.235529,-3.0729646e-07,-5.92735852e-08,3.749755e-08,5.50230839e-09,6.7902171e-08,1.10736904e-08
0.1,111,6.04792451,97.6284668,122.235529,-2.82290557e-07,-5.57167148e-08,3.6457152e-08,5.18657162e-09,5.79538089e-08,9.19716125e-09
0.1,112,6.04792451,91.7287767,154.154956,-8.8238437e-08,-3.01099625e-08,7.29843697e-09,-3.63777092e-10,1.41835299e-08,2.73421407e-11
0.1,113,6.04792451,94.7267041,157.056719,-7.66412924e-08,-2.99056495e-08,6.73029321e-09,-5.75032133e-10,1.23115598e-08,-3.86421783e-10
0.1,114,6.04792451,91.7287767,157.056719,-7.9381536e-08,-2.98191196e-08,6.74997613e-09,-4.63689559e-10,1.28509479e-08,-2.62240729e-10
0.1,115,6.04792451,91.7287767,148.351431,-1.09281096e-07,-3.13942294e-08,8.68994476e-09,-8.83170481e-11,1.76353492e-08,8.22180213e-10
0.1,116,6.04792451,91.7287767,151.253194,-9.81377468e-08,-3.06192192e-08,7.93599852e-09,-2.41191705e-10,1.57575109e-08,3.85980053e-10
0.1,117,6.04792451,91.7287767,145.449668,-1.21895766e-07,-3.24788942e-08,9.5963637e-09,1.00672706e-10,1.98997174e-08,1.34553801e-09
0.1,118,6.04792451,94.7267041,145.449668,-1.16556038e-07,-3.22704707e-08,9.72663017e-09,2.66583717e-11,1.87930524e-08,1.09437914e-09
0.1,119,6.04792451,91.7287767,142.547891,-1.36274735e-07,-3.39328921e-08,1.06980922e-08,3.34533623e-10,2.26666153e-08,1.97648586e-09
0.1,120,6.04792451,91.7287767,130.940825,-2.20298318e-07,-4.50796414e-08,1.91479739e-08,2.08661777e-09,4.27034479e-08,6.19347595e-09
0.1,121,6.04792451,94.7267041,133.842602,-1.83170599e-07,-4.0176392e-08,1.65147078e-08,1.42999568e-09,3.27528795e-08,4.16072243e-09
0.1,122,6.04792451,91.7287767,133.842602,-1.94121796e-07,-4.12759107e-08,1.61092348e-08,1.46744872e-09,3.57700038e-08,4.78617368e-09
0.1,123,6.04792451,91.7287767,128.039062,-2.51383852e-07,-4.98227983e-08,2.33048176e-08,2.91380964e-09,5.17016154e-08,7.97196176e-09
0.1,124,6.04792451,91.7287767,125.137299,-2.8867035e-07,-5.57332314e-08,2.91306748e-08,4.05118206e-09,6.35221298e-08,1.02482698e-08
0.1,125,6.04792451,91.7287767,122.235529,-3.33884287e-07,-6.3115948e-08,3.75096079e-08,5.650032e-09,7.92493253e-08,1.32144429e-08
0.1,126,6.04792451,91.7287767,119.333766,-3.89320462e-07,-7.23713995e-08,4.98687669e-08,7.96504196e-09,1.00419548e-07,1.71351004e-08
0.1,127,6.04792451,94.7267041,119.333766,-3.54827932e-07,-6.71249936e-08,4.89288965e-08,7.6394695e-09,8.38197707e-08,1.40599203e-08
0.1,128,6.04792451,89.9979249,154.154956,-9.08235691e-08,-3.00652374e-08,7.27560279e-09,-3.07591091e-10,1.46630637e-08,1.35663064e-10
0.1,129,6.04792451,89.9979249,157.056719,-8.15693397e-08,-2.97378602e-08,6.74899159e-09,-4.03044625e-10,1.32622748e-08,-1.70067294e-10
0.1,130,6.04792451,89.9979249,148.351431,-1.12869344e-07,-3.14616173e-08,8.61305605e-09,-4.32490918e-11,1.83162889e-08,9.80595605e-10
0.1,131,6.04792451,89.9979249,151.253194,-1.01185258e-07,-3.062204e-08,7.88756171e-09,-1.89669905e-10,1.63230869e-08,5.16856113e-10
0.1,132,6.04792451,89.9979249,139.646128,-1.5876337e-07,-3.62401025e-08,1.18545103e-08,6.45204168e-10,2.74273653e-08,3.0315892e-09
0.1,133,6.04792451,91.7287767,139.646128,-1.52779279e-07,-3.58229357e-08,1.20762493e-08,6.23915752e-10,2.60853223e-08,2.73382361e-09
0.1,134,6.04792451,89.9979249,142.547891,-1.41296169e-07,-3.42005144e-08,1.05384261e-08,3.63231417e-10,2.37130866e-08,2.21369723e-09
0.1,135,6.04792451,89.9979249,136.744365,-1.79056158e-07,-3.88498442e-08,1.35340796e-08,1.00032005e-09,3.21150715e-08,4.0382262e-09
0.1,136,6.04792451,91.7287767,136.744365,-1.71866432e-07,-3.82348446e-08,1.38275089e-08,9.94480054e-10,3.03578602e-08,3.65341513e-09
0.1,137,6.04792451,89.9979249,128.039062,-2.64727817e-07,-5.15042693e-08,2.27188952e-08,2.8823377e-09,5.62779121e-08,8.88027607e-09
0.1,138,6.04792451,89.9979249,130.940825,-2.31014653e-07,-4.62973659e-08,1.86648315e-08,2.06340056e-09,4.59497898e-08,6.85820822e-09
0.1,139,6.04792451,89.9979249,125.137299,-3.05571689e-07,-5.80434047e-08,2.84699908e-08,4.00752143e-09,7.01466547e-08,1.1529826e-08
0.1,140,6.04792451,89.9979249,122.235529,-3.55694624e-07,-6.63031088e-08,3.68416906e-08,5.61651037e-09,8.90725786e-08,1.50684798e-08
0.1,141,6.04792451,89.9979249,119.333766,-4.18050291e-07,-7.67904851e-08,4.94203256e-08,7.98072275e-09,1.15385838e-07,1.9905368e-08
0.1,142,6.04792451,88.9986157,151.253194,-1.02927395e-07,-3.06213614e-08,7.85407828e-09,-1.60260055e-10,1.66344059e-08,5.90192784e-10
0.1,143,6.04792451,88.9986157,154.154956,-9.23018888e-08,-3.00385992e-08,7.25823979e-09,-2.72471851e-10,1.49253037e-08,1.95567548e-10
0.1,144,6.04792451,88.9986157,148.351431,-1.14919537e-07,-3.14952722e-08,8.55763549e-09,-1.98776048e-11,1.86893843e-08,1.06853904e-09
0.1,145,6.04792451,88.9986157,136.744365,-1.8314951e-07,-3.91974098e-08,1.33200144e-08,9.94764937e-10,3.30879182e-08,4.25072244e-09
0.1,146,6.04792451,88.9986157,139.646128,-1.62176931e-07,-3.64756332e-08,1.17011174e-08,6.52331522e-10,2.81623507e-08,3.19792304e-09
0.1,147,6.04792451,88.9986157,133.842602,-2.07825423e-07,-4.26458797e-08,1.54533435e-08,1.4508037e-09,3.94410264e-08,5.56254554e-09
0.1,148,6.04792451,89.9979249,133.842602,-2.02844078e-07,-4.21501838e-08,1.57211701e-08,1.46050483e-09,3.8129258e-08,5.28414201e-09
0.1,149,6.04792451,88.9986157,128.039062,-2.72371466e-07,-5.24677439e-08,2.22752377e-08,2.84434321e-09,5.88799693e-08,9.39709732e-09
0.1,150,6.04792451,88.9986157,130.940825,-2.37129171e-07,-4.69973962e-08,1.83156317e-08,2.04481698e-09,4.77734297e-08,7.23529769e-09
0.1,151,6.04792451,88.9986157,125.137299,-3.15277418e-07,-5.93813212e-08,2.79191443e-08,3.96011801e-09,7.39643724e-08,1.22707959e-08
0.1,152,6.04792451,88.9986157,122.235529,-3.68279814e-07,-6.81464272e-08,3.62121355e-08,5.5548437e-09,9.48391943e-08,1.61579212e-08
0.1,153,6.04792451,88.9986157,119.333766,-4.34745687e-07,-7.93746935e-08,4.87773981e-08,7.92333488e-09,1.24358763e-07,2.15716387e-08
0.1,154,6.04792451,88.9986157,116.432004,-5.1949803e-07,-9.38962543e-08,6.84740513e-08,1.15626886e-08,1.67127794e-07,2.93070226e-08
0.1,155,6.04792451,89.9979249,116.432004,-4.96775272e-07,-9.02425228e-08,6.8912513e-08,1.15780789e-08,1.52674744e-07,2.66715912e-08
0.1,156,6.04792451,87.9993066,154.154956,-9.33757605e-08,-3.00152969e-08,7.23078708e-09,-2.37959541e-10,1.51147539e-08,2.37767944e-10
0.1,157,6.04792451,88.9986157,157.056719,-8.28197884e-08,-2.96986542e-08,6.73914524e-09,-3.58972768e-10,1.3486364e-08,-1.23504082e-10
0.1,158,6.04792451,87.9993066,157.056719,-8.37389464e-08,-2.96530391e-08,6.73231071e-09,-3.26002808e-10,1.36495917e-08,-8.67251826e-11
0.1,159,6.04792451,87.9993066,145.449668,-1.30310013e-07,-3.27740466e-08,9.31465927e-09,1.7501238e-10,2.15207852e-08,1.72484282e-09
0.1,160,6.04792451,88.9986157,145.449668,-1.2854818e-07,-3.27178888e-08,9.39701028e-09,1.57980337e-10,2.11958557e-08,1.64544012e-09
0.1,161,6.04792451,87.9993066,148.351431,-1.16408764e-07,-3.15267101e-08,8.49339443e-09,1.11230469e-11,1.89521785e-08,1.12793441e-09
0.1,162,6.04792451,87.9993066,139.646128,-1.64643765e-07,-3.6646167e-08,1.15267023e-08,6.58729959e-10,2.86823383e-08,3.31927152e-09
0.1,163,6.04792451,88.9986157,142.547891,-1.44158662e-07,-3.43430848e-08,1.04247091e-08,3.72772868e-10,2.42899585e-08,2.34577424e-09
0.1,164,6.04792451,87.9993066,142.547891,-1.4623248e-07,-3.44627971e-08,1.02975282e-08,3.92018723e-10,2.46946197e-08,2.44359888e-09
0.1,165,6.04792451,87.9993066,133.842602,-2.11424464e-07,-4.3005933e-08,1.5145698e-08,1.43454737e-09,4.03706402e-08,5.76195669e-09
0.1,166,6.04792451,87.9993066,136.744365,-1.86128375e-07,-3.94501463e-08,1.30937794e-08,9.93354288e-10,3.37717871e-08,4.40177139e-09
0.1,167,6.04792451,87.9993066,128.039062,-2.77912051e-07,-5.3170524e-08,2.17496847e-08,2.79254464e-09,6.07499615e-08,9.7797237e-09
0.1,168,6.04792451,87.9993066,130.940825,-2.41560684e-07,-4.74974122e-08,1.79041226e-08,2.01055816e-09,4.90728134e-08,7.50477547e-09
0.1,169,6.04792451,87.9993066,119.333766,-4.46950082e-07,-8.1266748e-08,4.78324331e-08,7.81631915e-09,1.30994962e-07,2.2803377e-08
0.1,170,6.04792451,87.9993066,122.235529,-3.77447151e-07,-6.94961884e-08,3.53895331e-08,5.46061374e-09,9.90474049e-08,1.69616161e-08
0.1,171,6.04792451,87.9993066,116.432004,-5.3618453e-07,-9.65945546e-08,6.75573659e-08,1.14722978e-08,1.77971913e-07,3.1289936e-08
0.1,172,6.04792451,86.9999975,154.154956,-9.44491987e-08,-2.99881044e-08,7.20441173e-09,-2.06243592e-10,1.52921427e-08,2.79325979e-10
0.1,173,6.04792451,86.9999975,157.056719,-8.46385362e-08,-2.96219369e-08,6.71554456e-09,-2.86658308e-10,1.38022402e-08,-5.80037303e-11
0.1,174,6.04792451,86.9999975,151.253194,-1.0546011e-07,-3.06136769e-08,7.77280196e-09,-1.01683856e-10,1.70702918e-08,6.90318913e-10
