Frequency (GHz),VertexIndex,vertex_X (mm),vertex_Y (mm),vertex_Z (mm),Re( Total B x ) (T),Im( Total B x ) (T),Re( Total B y ) (T),Im( Total B y ) (T),Re( Total B z ) (T),Im( Total B z ) (T)
0.1,12,7.1841944,132.449657,148.351431,-7.96749049e-08,-3.5219319e-08,9.44228074e-09,-3.39646339e-10,1.09894742e-08,-1.16484888e-09
0.1,13,7.1841944,123.744361,154.154956,-7.93925565e-08,-3.59476466e-08,8.99388652e-09,-3.9851486e-10,1.26532518e-08,-1.39784195e-09
0.1,14,7.1841944,126.646131,154.154956,-7.64944659e-08,-3.5712663e-08,8.50247872e-09,-3.9861911e-10,1.1606299e-08,-1.46756773e-09
0.1,15,7.1841944,126.646131,157.056719,-7.19624751e-08,-3.58628327e-08,7.52476481e-09,-4.3891632e-10,1.08602327e-08,-1.67343794e-09
0.1,16,7.1841944,123.744361,157.056719,-7.44214361e-08,-3.61117785e-08,7.95154786e-09,-4.59804056e-10,1.18233352e-08,-1.62265124e-09
0.1,17,7.1841944,123.744361,151.253194,-8.47869188e-08,-3.58835486e-08,1.01345936e-08,-3.16853377e-10,1.35446445e-08,-1.15902432e-09
0.1,18,7.1841944,126.646131,151.253194,-8.14089987e-08,-3.56527714e-08,9.56987911e-09,-3.40363127e-10,1.23985817e-08,-1.2482797e-09
0.1,19,7.1841944,123.744361,148.351431,-9.06347424e-08,-3.59280321e-08,1.13879706e-08,-2.12705006e-10,1.44950016e-08,-9.03445818e-10
0.1,20,7.1841944,126.646131,148.351431,-8.67291305e-08,-3.56893821e-08,1.07381215e-08,-2.60200916e-10,1.32365772e-08,-1.01657327e-09
0.1,21,7.1841944,120.842598,151.253194,-8.83795224e-08,-3.61062575e-08,1.06912728e-08,-2.89369168e-10,1.47724819e-08,-1.04489895e-09
0.1,22,7.1841944,120.842598,154.154956,-8.24675013e-08,-3.61637404e-08,9.47779721e-09,-3.92731708e-10,1.37708485e-08,-1.30588051e-09
0.1,23,7.1841944,120.842598,148.351431,-9.47968744e-08,-3.61665187e-08,1.20354526e-08,-1.62244954e-10,1.58537947e-08,-7.63387853e-10
0.1,24,7.1841944,120.842598,145.449668,-1.01760463e-07,-3.63531107e-08,1.35333922e-08,-4.91029222e-12,1.70187011e-08,-4.60819355e-10
0.1,25,7.1841944,123.744361,145.449668,-9.69633973e-08,-3.60813033e-08,1.27772921e-08,-8.27523813e-11,1.55098174e-08,-6.30929919e-10
0.1,26,7.1841944,120.842598,142.547891,-1.09311834e-07,-3.66706594e-08,1.52073127e-08,1.85905055e-10,1.82681656e-08,-1.40057424e-10
0.1,27,7.1841944,123.744361,142.547891,-1.03809086e-07,-3.635569e-08,1.43223335e-08,7.76885362e-11,1.65867373e-08,-3.41387724e-10
0.1,28,7.1841944,117.940828,151.253194,-9.21818568e-08,-3.63169796e-08,1.12368292e-08,-2.57764615e-10,1.60869167e-08,-9.0652591e-10
0.1,29,7.1841944,117.940828,154.154956,-8.57189235e-08,-3.63603903e-08,9.94761074e-09,-3.82975957e-10,1.49596548e-08,-1.19200672e-09
0.1,30,7.1841944,117.940828,148.351431,-9.92138851e-08,-3.64065649e-08,1.26726922e-08,-1.06343809e-10,1.73156689e-08,-5.96082739e-10
0.1,31,7.1841944,117.940828,142.547891,-1.1518452e-07,-3.70117483e-08,1.60958802e-08,2.97472824e-10,2.01055848e-08,9.80822992e-11
0.1,32,7.1841944,117.940828,145.449668,-1.06861812e-07,-3.66339457e-08,1.42813779e-08,7.8400425e-11,1.86526385e-08,-2.62565414e-10
0.1,33,7.1841944,117.940828,139.646128,-1.24231391e-07,-3.75492775e-08,1.81492421e-08,5.62770774e-10,2.1677419e-08,4.83315998e-10
0.1,34,7.1841944,120.842598,139.646128,-1.17495247e-07,-3.71300537e-08,1.70909136e-08,4.13935136e-10,1.96059435e-08,2.02577954e-10
0.1,35,7.1841944,115.039065,151.253194,-9.61939577e-08,-3.65175694e-08,1.17640928e-08,-2.23057489e-10,1.74874533e-08,-7.436331e-10
0.1,36,7.1841944,115.039065,154.154956,-8.91404568e-08,-3.65364343e-08,1.03988214e-08,-3.6924705e-10,1.62184648e-08,-1.05590581e-09
0.1,37,7.1841944,115.039065,148.351431,-1.03882911e-07,-3.6644213e-08,1.32925049e-08,-4.78966415e-11,1.88849292e-08,-4.03271139e-10
0.1,38,7.1841944,115.039065,142.547891,-1.21427675e-07,-3.73773084e-08,1.69740897e-08,4.12876622e-10,2.21084928e-08,3.70225128e-10
0.1,39,7.1841944,115.039065,145.449668,-1.12272531e-07,-3.69265933e-08,1.50162176e-08,1.60467709e-10,2.04208863e-08,-3.1941956e-11
0.1,40,7.1841944,115.039065,136.744365,-1.42335963e-07,-3.88324857e-08,2.17746212e-08,1.07317621e-09,2.59746447e-08,1.27318511e-09
0.1,41,7.1841944,117.940828,136.744365,-1.34067335e-07,-3.82559939e-08,2.04857766e-08,8.7790758e-10,2.33731861e-08,8.94656071e-10
0.1,42,7.1841944,115.039065,139.646128,-1.3142072e-07,-3.80081886e-08,1.92089953e-08,7.14787285e-10,2.39551703e-08,8.06407496e-10
0.1,43,7.1841944,112.137295,154.154956,-9.27280084e-08,-3.6690377e-08,1.08266081e-08,-3.53056195e-10,1.7550807e-08,-8.97438013e-10
0.1,44,7.1841944,115.039065,157.056719,-8.26641582e-08,-3.66890838e-08,9.16934173e-09,-4.92039798e-10,1.50732209e-08,-1.33902733e-09
0.1,45,7.1841944,112.137295,157.056719,-8.56845617e-08,-3.68207651e-08,9.5396846e-09,-4.93168617e-10,1.6272903e-08,-1.2032636e-09
0.1,46,7.1841944,112.137295,151.253194,-1.00407959e-07,-3.6706119e-08,1.2264441e-08,-1.86061888e-10,1.89781328e-08,-5.58056545e-10
0.1,47,7.1841944,112.137295,145.449668,-1.17979148e-07,-3.7229988e-08,1.572276e-08,2.47466991e-10,2.23287362e-08,2.28277772e-10
0.1,48,7.1841944,112.137295,148.351431,-1.08798922e-07,-3.6881346e-08,1.38834269e-08,9.69771659e-12,2.05641033e-08,-1.83268331e-10
0.1,49,7.1841944,112.137295,142.547891,-1.28035992e-07,-3.77667426e-08,1.78270074e-08,5.29676303e-10,2.42858818e-08,6.80040635e-10
0.1,50,7.1841944,112.137295,139.646128,-1.39063872e-07,-3.85071139e-08,2.02513792e-08,8.67594996e-10,2.64568278e-08,1.17193399e-09
0.1,51,7.1841944,112.137295,136.744365,-1.51162908e-07,-3.94688726e-08,2.30622206e-08,1.27240074e-09,2.88598727e-08,1.70619308e-09
0.1,52,7.1841944,112.137295,133.842602,-1.64442795e-07,-4.06704466e-08,2.63373483e-08,1.75639181e-09,3.15128332e-08,2.28582642e-09
0.1,53,7.1841944,115.039065,133.842602,-1.54249804e-07,-3.98651707e-08,2.4733998e-08,1.5008067e-09,2.81732948e-08,1.77522375e-09
0.1,54,7.1841944,109.235533,151.253194,-1.0480791e-07,-3.6879868e-08,1.27297177e-08,-1.47292498e-10,2.05531627e-08,-3.49404394e-10
0.1,55,7.1841944,109.235533,154.154956,-9.64661169e-08,-3.68211381e-08,1.12245475e-08,-3.31259492e-10,1.89517468e-08,-7.19203253e-10
0.1,56,7.1841944,109.235533,148.351431,-1.13946399e-07,-3.71144111e-08,1.44363241e-08,7.141885e-11,2.23539089e-08,6.23968169e-11
0.1,57,7.1841944,109.235533,145.449668,-1.23977657e-07,-3.7541195e-08,1.63888441e-08,3.31938615e-10,2.43763001e-08,5.20454235e-10
0.1,58,7.1841944,109.235533,139.646128,-1.47153372e-07,-3.90441919e-08,2.12594529e-08,1.01930886e-09,2.91951068e-08,1.58275459e-09
0.1,59,7.1841944,109.235533,142.547891,-1.35006403e-07,-3.81764806e-08,1.86414617e-08,6.42856213e-10,2.66473865e-08,1.02599418e-09
0.1,60,7.1841944,109.235533,136.744365,-1.60550385e-07,-4.01633109e-08,2.43235156e-08,1.46955381e-09,3.20533289e-08,2.1947224e-09
0.1,61,7.1841944,109.235533,133.842602,-1.75342436e-07,-4.15598755e-08,2.7933142e-08,2.01336148e-09,3.52536595e-08,2.86632096e-09
0.1,62,7.1841944,106.33377,154.154956,-1.00347393e-07,-3.69276556e-08,1.15825944e-08,-3.07823739e-10,2.04147774e-08,-5.2245458e-10
0.1,63,7.1841944,109.235533,157.056719,-8.88316336e-08,-3.6920742e-08,9.88339099e-09,-4.90695984e-10,1.75273147e-08,-1.04866271e-09
0.1,64,7.1841944,106.33377,157.056719,-9.20916108e-08,-3.69894551e-08,1.01945581e-08,-4.81349904e-10,1.88327576e-08,-8.7598051e-10
0.1,65,7.1841944,106.33377,148.351431,-1.1931435e-07,-3.73419695e-08,1.49391148e-08,1.29848909e-10,2.42520972e-08,3.33607336e-10
0.1,66,7.1841944,106.33377,151.253194,-1.09387116e-07,-3.70392321e-08,1.31509825e-08,-1.07423771e-10,2.22122569e-08,-1.20491866e-10
0.1,67,7.1841944,106.33377,133.842602,-1.86944675e-07,-4.2532772e-08,2.94805034e-08,2.26403318e-09,3.94253625e-08,3.52097596e-09
0.1,68,7.1841944,106.33377,136.744365,-1.70488292e-07,-4.09165573e-08,2.55242121e-08,1.66085201e-09,3.55720751e-08,2.74127809e-09
0.1,69,7.1841944,103.432,145.449668,-1.36765536e-07,-3.81767471e-08,1.75373938e-08,4.89206509e-10,2.88942594e-08,1.18973564e-09
0.1,70,7.1841944,106.33377,145.449668,-1.30247187e-07,-3.78562888e-08,1.69995236e-08,4.12960971e-10,2.65674878e-08,8.40501613e-10
0.1,71,7.1841944,103.432,148.351431,-1.24877118e-07,-3.75607634e-08,1.53779851e-08,1.86195198e-10,2.62523585e-08,6.25353658e-10
0.1,72,7.1841944,103.432,139.646128,-1.64601246e-07,-4.02221367e-08,2.30570034e-08,1.29979638e-09,3.54124623e-08,2.54079979e-09
0.1,73,7.1841944,106.33377,139.646128,-1.55675977e-07,-3.96183815e-08,2.22020518e-08,1.16428578e-09,3.2179063e-08,2.0388331e-09
0.1,74,7.1841944,106.33377,142.547891,-1.42317489e-07,-3.86080927e-08,1.93950296e-08,7.53304863e-10,2.91949522e-08,1.40818224e-09
0.1,75,7.1841944,103.432,142.547891,-1.49945478e-07,-3.90532762e-08,2.00655901e-08,8.54784798e-10,3.1925218e-08,1.82463822e-09
0.1,76,7.1841944,103.432,130.940825,-2.19728804e-07,-4.58647378e-08,3.61667816e-08,3.31775607e-09,4.94119838e-08,5.28057686e-09
0.1,77,7.1841944,106.33377,130.940825,-2.0526241e-07,-4.45038388e-08,3.42280835e-08,2.99759018e-09,4.38051195e-08,4.38800152e-09
0.1,78,7.1841944,103.432,133.842602,-1.99228609e-07,-4.35860805e-08,3.09339327e-08,2.50394061e-09,4.40603252e-08,4.25468771e-09
0.1,79,7.1841944,103.432,128.039062,-2.42776082e-07,-4.86103673e-08,4.25791207e-08,4.32373648e-09,5.55830191e-08,6.43785736e-09
0.1,80,7.1841944,106.33377,128.039062,-2.2568338e-07,-4.68678394e-08,3.99644193e-08,3.89383592e-09,4.87613221e-08,5.34833333e-09
0.1,81,7.1841944,100.530237,154.154956,-1.08468541e-07,-3.70647975e-08,1.21558408e-08,-2.55208049e-10,2.35077682e-08,-8.14768322e-11
0.1,82,7.1841944,103.432,154.154956,-1.04355721e-07,-3.70097197e-08,1.18964865e-08,-2.8140329e-10,2.19375433e-08,-3.09505643e-10
0.1,83,7.1841944,103.432,157.056719,-9.54536645e-08,-3.7024563e-08,1.04683791e-08,-4.67639705e-10,2.01805062e-08,-6.89402091e-10
0.1,84,7.1841944,100.530237,157.056719,-9.89006566e-08,-3.70272346e-08,1.06964766e-08,-4.49456972e-10,2.15655458e-08,-4.90730012e-10
0.1,85,7.1841944,100.530237,139.646128,-1.73890442e-07,-4.08541219e-08,2.37890365e-08,1.42003476e-09,3.88877091e-08,3.08510439e-09
0.1,86,7.1841944,100.530237,142.547891,-1.57851744e-07,-3.9509878e-08,2.06311146e-08,9.45931888e-10,3.48317641e-08,2.27420682e-09
0.1,87,7.1841944,100.530237,133.842602,-2.12153154e-07,-4.47143051e-08,3.22303357e-08,2.72061018e-09,4.91666974e-08,5.06823872e-09
0.1,88,7.1841944,103.432,136.744365,-1.80949186e-07,-4.17207282e-08,2.66299764e-08,1.83948667e-09,3.94280271e-08,3.3461689e-09
0.1,89,7.1841944,100.530237,136.744365,-1.9188775e-07,-4.25729176e-08,2.75945027e-08,2.00197481e-09,4.36224141e-08,4.00977562e-09
0.1,90,7.1841944,100.530237,128.039062,-2.61024468e-07,-5.0510085e-08,4.50442421e-08,4.73279949e-09,6.33433217e-08,7.67860175e-09
0.1,91,7.1841944,100.530237,130.940825,-2.35054998e-07,-4.73369717e-08,3.79404703e-08,3.61293684e-09,5.56787398e-08,6.28172714e-09
0.1,92,7.1841944,97.6284668,151.253194,-1.23966743e-07,-3.74055062e-08,1.40477674e-08,4.36188629e-12,2.76102892e-08,6.69917288e-10
0.1,93,7.1841944,100.530237,151.253194,-1.18989398e-07,-3.73034439e-08,1.3820431e-08,-3.03727321e-11,2.57507224e-08,3.92210958e-10
0.1,94,7.1841944,97.6284668,154.154956,-1.12667934e-07,-3.70926792e-08,1.23546986e-08,-2.27207128e-10,2.51179859e-08,1.55584129e-10
0.1,95,7.1841944,97.6284668,148.351431,-1.36482697e-07,-3.79643375e-08,1.60141447e-08,2.82088325e-10,3.05189332e-08,1.26802235e-09
0.1,96,7.1841944,100.530237,148.351431,-1.30610744e-07,-3.77696558e-08,1.57415325e-08,2.37269454e-10,2.83454806e-08,9.38518929e-10
0.1,97,7.1841944,97.6284668,139.646128,-1.83498472e-07,-4.15066737e-08,2.43576501e-08,1.51898349e-09,4.25876578e-08,3.66934838e-09
0.1,98,7.1841944,97.6284668,142.547891,-1.65993342e-07,-3.99719582e-08,2.10634497e-08,1.02069142e-09,3.78967755e-08,2.75328427e-09
0.1,99,7.1841944,97.6284668,133.842602,-2.25646161e-07,-4.59033984e-08,3.33053372e-08,2.904466e-09,5.47371783e-08,5.95831295e-09
0.1,100,7.1841944,97.6284668,136.744365,-2.0325156e-07,-4.34630181e-08,2.83673263e-08,2.13530038e-09,4.81364566e-08,4.72796158e-09
0.1,101,7.1841944,97.6284668,130.940825,-2.51163527e-07,-4.89077614e-08,3.94565376e-08,3.87035293e-09,6.26230232e-08,7.39188311e-09
0.1,102,7.1841944,94.7267041,154.154956,-1.16925143e-07,-3.70922244e-08,1.24855548e-08,-1.99327402e-10,2.67522129e-08,4.00224937e-10
0.1,103,7.1841944,97.6284668,157.056719,-1.02416386e-07,-3.69963509e-08,1.087691e-08,-4.2669962e-10,2.29759216e-08,-2.81750762e-10
0.1,104,7.1841944,94.7267041,157.056719,-1.05980547e-07,-3.69331552e-08,1.10018901e-08,-3.99898226e-10,2.44014604e-08,-6.8744517e-11
0.1,105,7.1841944,94.7267041,151.253194,-1.29016698e-07,-3.74819891e-08,1.4193331e-08,3.57515545e-11,2.95094758e-08,9.57103063e-10
0.1,106,7.1841944,94.7267041,145.449668,-1.57455887e-07,-3.91072845e-08,1.85307023e-08,6.58029353e-10,3.65682595e-08,2.37098141e-09
0.1,107,7.1841944,97.6284668,145.449668,-1.50413427e-07,-3.88068067e-08,1.83212041e-08,6.14199469e-10,3.39139845e-08,1.95829175e-09
0.1,108,7.1841944,94.7267041,148.351431,-1.42451427e-07,-3.81401328e-08,1.61836464e-08,3.17475157e-10,3.27471881e-08,1.60947111e-09
0.1,109,7.1841944,94.7267041,133.842602,-2.3961303e-07,-4.71440771e-08,3.40795445e-08,3.04447223e-09,6.07368236e-08,6.9180297e-09
0.1,110,7.1841944,94.7267041,136.744365,-2.14946482e-07,-4.43787584e-08,2.89016207e-08,2.23550822e-09,5.29409441e-08,5.49509283e-09
0.1,111,7.1841944,94.7267041,130.940825,-2.67939782e-07,-5.05591267e-08,4.06109564e-08,4.07311118e-09,7.02137655e-08,8.60859295e-09
0.1,112,7.1841944,94.7267041,125.137299,-3.38710436e-07,-5.98275989e-08,5.98215379e-08,7.11144033e-09,9.61188533e-08,1.3082837e-08
0.1,113,7.1841944,97.6284668,125.137299,-3.13949158e-07,-5.69724925e-08,5.71591059e-08,6.66782052e-09,8.34925302e-08,1.10659144e-08
0.1,114,7.1841944,97.6284668,128.039062,-2.80366919e-07,-5.25606119e-08,4.72260702e-08,5.09743137e-09,7.20898825e-08,9.07739217e-09
0.1,115,7.1841944,94.7267041,128.039062,-3.00666812e-07,-5.47393455e-08,4.89641003e-08,5.39338885e-09,8.18149033e-08,1.06341309e-08
0.1,116,7.1841944,94.7267041,122.235529,-3.83201836e-07,-6.59996928e-08,7.41661168e-08,9.38174338e-09,1.13868111e-07,1.60675082e-08
0.1,117,7.1841944,97.6284668,122.235529,-3.52736777e-07,-6.22729814e-08,7.00295786e-08,8.70600569e-09,9.72513519e-08,1.34220306e-08
0.1,118,7.1841944,91.7287767,154.154956,-1.21286007e-07,-3.70610884e-08,1.25452742e-08,-1.71983663e-10,2.84227806e-08,6.51322718e-10
0.1,119,7.1841944,91.7287767,157.056719,-1.09630356e-07,-3.68360311e-08,1.10682254e-08,-3.69642761e-10,2.58530122e-08,1.50418761e-10
0.1,120,7.1841944,91.7287767,145.449668,-1.64691571e-07,-3.93937789e-08,1.85990441e-08,6.85434154e-10,3.9324366e-08,2.80108003e-09
0.1,121,7.1841944,91.7287767,148.351431,-1.48572198e-07,-3.82950773e-08,1.62365676e-08,3.43332779e-10,3.50513112e-08,1.96371164e-09
0.1,122,7.1841944,91.7287767,139.646128,-2.03509401e-07,-4.28343974e-08,2.48855319e-08,1.63382907e-09,5.05905895e-08,4.94126473e-09
0.1,123,7.1841944,94.7267041,139.646128,-1.9334216e-07,-4.21670237e-08,2.47330796e-08,1.59190938e-09,4.64814427e-08,4.28705693e-09
0.1,124,7.1841944,94.7267041,142.547891,-1.74311353e-07,-4.04314306e-08,2.13369393e-08,1.07581899e-09,4.1091706e-08,3.25562222e-09
0.1,125,7.1841944,91.7287767,142.547891,-1.8287615e-07,-4.0885908e-08,2.14331486e-08,1.10915221e-09,4.44341204e-08,3.782886e-09
0.1,126,7.1841944,91.7287767,136.744365,-2.27070643e-07,-4.5319748e-08,2.91485431e-08,2.29418662e-09,5.80577542e-08,6.31298036e-09
0.1,127,7.1841944,91.7287767,133.842602,-2.54157413e-07,-4.84329234e-08,3.44923592e-08,3.13093618e-09,6.72070115e-08,7.95554111e-09
0.1,128,7.1841944,91.7287767,130.940825,-2.85513352e-07,-5.22958032e-08,4.12956247e-08,4.20281232e-09,7.85071066e-08,9.93688776e-09
0.1,129,7.1841944,91.7287767,128.039062,-3.22078648e-07,-5.7053029e-08,5.01139361e-08,5.59753177e-09,9.26186274e-08,1.23624435e-08
0.1,130,7.1841944,91.7287767,125.137299,-3.65053211e-07,-6.28920134e-08,6.17445295e-08,7.43986517e-09,1.10424232e-07,1.53629234e-08
0.1,131,7.1841944,91.7287767,119.333766,-4.76785175e-07,-7.88433496e-08,9.89238771e-08,1.33209275e-08,1.62468055e-07,2.392993e-08
0.1,132,7.1841944,94.7267041,119.333766,-4.35551101e-07,-7.34774375e-08,9.34615585e-08,1.24330004e-08,1.36002029e-07,1.97346051e-08
0.1,133,7.1841944,91.7287767,122.235529,-4.1596482e-07,-7.00528275e-08,7.73969688e-08,9.92020865e-09,1.33148987e-07,1.91329281e-08
0.1,134,7.1841944,89.9979249,154.154956,-1.24777372e-07,-3.700994e-08,1.25374884e-08,-1.56496135e-10,2.97564569e-08,8.51183624e-10
0.1,135,7.1841944,89.9979249,157.056719,-1.12554723e-07,-3.67309987e-08,1.10756027e-08,-3.50249357e-10,2.70070473e-08,3.2276129e-10
0.1,136,7.1841944,89.9979249,148.351431,-1.53480627e-07,-3.83943792e-08,1.62102793e-08,3.52503415e-10,3.69017172e-08,2.25130492e-09
0.1,137,7.1841944,91.7287767,151.253194,-1.34190444e-07,-3.75327005e-08,1.42470995e-08,6.22015078e-11,3.14579118e-08,1.25285782e-09
0.1,138,7.1841944,89.9979249,151.253194,-1.38336986e-07,-3.75465561e-08,1.42307295e-08,7.25104976e-11,3.30182672e-08,1.48916579e-09
0.1,139,7.1841944,89.9979249,145.449668,-1.70501522e-07,-3.96016766e-08,1.85622451e-08,6.94111157e-10,4.15504289e-08,3.14903148e-09
0.1,140,7.1841944,89.9979249,139.646128,-2.11700936e-07,-4.33574385e-08,2.4845086e-08,1.64162395e-09,5.39539222e-08,5.47719248e-09
0.1,141,7.1841944,89.9979249,142.547891,-1.89763568e-07,-4.12298498e-08,2.13916831e-08,1.11446707e-09,4.71536872e-08,4.21341717e-09
0.1,142,7.1841944,89.9979249,125.137299,-3.868509e-07,-6.54430323e-08,6.23333136e-08,7.54819851e-09,1.22929109e-07,1.73575021e-08
0.1,143,7.1841944,89.9979249,128.039062,-3.39655827e-07,-5.89562781e-08,5.03960926e-08,5.65806246e-09,1.01888816e-07,1.38448923e-08
0.1,144,7.1841944,89.9979249,122.235529,-4.4334098e-07,-7.34645766e-08,7.85403032e-08,1.01146966e-08,1.50386896e-07,2.18712e-08
0.1,145,7.1841944,89.9979249,119.333766,-5.11654207e-07,-8.34148253e-08,1.01086187e-07,1.36778304e-08,1.86816976e-07,2.77823737e-08
0.1,146,7.1841944,88.9986157,145.449668,-1.7384275e-07,-3.97111357e-08,1.85153972e-08,6.95148994e-10,4.28312639e-08,3.3493528e-09
0.1,147,7.1841944,88.9986157,148.351431,-1.56303756e-07,-3.84424794e-08,1.61744751e-08,3.55988766e-10,3.79661316e-08,2.41285769e-09
0.1,148,7.1841944,88.9986157,133.842602,-2.72782842e-07,-5.00664328e-08,3.44502027e-08,3.14678927e-09,7.57571073e-08,9.32811695e-09
0.1,149,7.1841944,89.9979249,133.842602,-2.65961631e-07,-4.94720247e-08,3.45154163e-08,3.14888227e-09,7.26044789e-08,8.820356e-09
0.1,150,7.1841944,89.9979249,136.744365,-2.36874357e-07,-4.60684078e-08,2.91263795e-08,2.30360531e-09,6.22876755e-08,6.99039049e-09
0.1,151,7.1841944,88.9986157,136.744365,-2.4252958e-07,-4.64896956e-08,2.90589917e-08,2.30135222e-09,6.4744512e-08,7.38516848e-09
0.1,152,7.1841944,88.9986157,130.940825,-3.08151442e-07,-5.45253265e-08,4.137258e-08,4.23897184e-09,8.9636238e-08,1.17215837e-08
0.1,153,7.1841944,89.9979249,130.940825,-2.99852388e-07,-5.37120641e-08,4.14104591e-08,4.23582724e-09,8.55156586e-08,1.10608438e-08
0.1,154,7.1841944,88.9986157,128.039062,-3.49867719e-07,-6.00596266e-08,5.04194091e-08,5.6710574e-09,1.07379698e-07,1.47230104e-08
0.1,155,7.1841944,88.9986157,122.235529,-4.59376082e-07,-7.5463781e-08,7.89244936e-08,1.01846522e-08,1.60803964e-07,2.35253559e-08
0.1,156,7.1841944,88.9986157,125.137299,-3.99557194e-07,-6.69308022e-08,6.24800265e-08,7.58409602e-09,1.30399499e-07,1.85464408e-08
0.1,157,7.1841944,88.9986157,119.333766,-5.32199294e-07,-8.611471e-08,1.01928954e-07,1.38180436e-08,2.01743148e-07,3.01429388e-08
0.1,158,7.1841944,88.9986157,116.432004,-6.21861091e-07,-9.94791094e-08,1.35051337e-07,1.90438865e-08,2.58095184e-07,3.91663626e-08
0.1,159,7.1841944,89.9979249,116.432004,-5.95105746e-07,-9.58143076e-08,1.33311104e-07,1.8759815e-08,2.36023581e-07,3.56851864e-08
0.1,160,7.1841944,87.9993066,154.154956,-1.28257113e-07,-3.6938939e-08,1.25007817e-08,-1.4032342e-10,3.10715862e-08,1.04883324e-09
0.1,161,7.1841944,88.9986157,154.154956,-1.26787398e-07,-3.6967478e-08,1.25224027e-08,-1.49890003e-10,3.05156078e-08,9.64213265e-10
0.1,162,7.1841944,88.9986157,157.056719,-1.14238361e-07,-3.66604525e-08,1.10728298e-08,-3.38332168e-10,2.76633916e-08,4.19834278e-10
0.1,163,7.1841944,87.9993066,157.056719,-1.15463585e-07,-3.66037476e-08,1.10581286e-08,-3.27038147e-10,2.8143706e-08,4.92391183e-10
0.1,164,7.1841944,87.9993066,142.547891,-1.96616952e-07,-4.15562518e-08,2.12528022e-08,1.11048692e-09,4.9865271e-08,4.64337235e-09
0.1,165,7.1841944,88.9986157,142.547891,-1.93727161e-07,-4.142343e-08,2.1335774e-08,1.11539489e-09,4.87196274e-08,4.45974724e-09
0.1,166,7.1841944,87.9993066,145.449668,-1.76283692e-07,-3.97900628e-08,1.84516988e-08,6.94365565e-10,4.37675851e-08,3.49473961e-09
0.1,167,7.1841944,87.9993066,139.646128,-2.19869264e-07,-4.38599628e-08,2.46844305e-08,1.63407676e-09,5.73238204e-08,6.01515593e-09
0.1,168,7.1841944,88.9986157,139.646128,-2.16424553e-07,-4.36498127e-08,2.47803769e-08,1.6390943e-09,5.59004647e-08,5.78930726e-09
0.1,169,7.1841944,87.9993066,136.744365,-2.46658004e-07,-4.67992045e-08,2.89490565e-08,2.2924298e-09,6.65441888e-08,7.67354802e-09
0.1,170,7.1841944,87.9993066,133.842602,-2.77769033e-07,-5.04961051e-08,3.43322242e-08,3.13766235e-09,7.80730858e-08,9.69890213e-09
0.1,171,7.1841944,87.9993066,128.039062,-3.573453e-07,-6.08669879e-08,5.03328828e-08,5.66784397e-09,1.11438496e-07,1.53703112e-08
0.1,172,7.1841944,87.9993066,130.940825,-3.14227606e-07,-5.51176669e-08,4.12586481e-08,4.2295536e-09,9.26731616e-08,1.22089343e-08
0.1,173,7.1841944,87.9993066,125.137299,-4.08880908e-07,-6.80150123e-08,6.2468942e-08,7.58828733e-09,1.35948412e-07,1.94332603e-08
