Frequency (GHz),VertexIndex,vertex_X (mm),vertex_Y (mm),vertex_Z (mm),Re( Total B x ) (T),Im( Total B x ) (T),Re( Total B y ) (T),Im( Total B y ) (T),Re( Total B z ) (T),Im( Total B z ) (T)
0.1,0,6.04792451,138.753191,154.154956,-5.01699127e-10,2.64966604e-10,4.74066585e-11,8.11111872e-11,9.24735913e-11,6.82202489e-11
0.1,1,6.04792451,141.654953,154.154956,-4.77417494e-10,2.83040064e-10,4.86179499e-11,7.75058628e-11,8.57053734e-11,6.66413383e-11
0.1,2,6.04792451,141.654953,157.056719,-4.46817694e-10,2.86518614e-10,4.26002671e-11,7.62063607e-11,8.20690182e-11,6.35108285e-11
0.1,3,6.04792451,138.753191,157.056719,-4.68400763e-10,2.69405886e-10,4.08762572e-11,7.95753255e-11,8.8176258e-11,6.4871615e-11
0.1,4,6.04792451,135.851428,154.154956,-5.25716248e-10,2.45311021e-10,4.59685692e-11,8.43562165e-11,9.97579797e-11,7.00663416e-11
0.1,5,6.04792451,135.851428,157.056719,-4.89642549e-10,2.50877707e-10,3.89167865e-11,8.25895879e-11,9.47676451e-11,6.64303612e-11
0.1,6,6.04792451,130.047888,151.253194,-6.15893947e-10,1.91313201e-10,5.14683782e-11,9.2423541e-11,1.23613633e-10,7.85005394e-11
0.1,7,6.04792451,132.949665,151.253194,-5.89578442e-10,2.15360188e-10,5.26952822e-11,8.95983149e-11,1.14014964e-10,7.58607274e-11
0.1,8,6.04792451,132.949665,154.154956,-5.49360446e-10,2.24170418e-10,4.43151418e-11,8.72845338e-11,1.07704803e-10,7.21404117e-11
0.1,9,6.04792451,130.047888,154.154956,-5.72470626e-10,2.01625633e-10,4.24118414e-11,8.9840399e-11,1.16272617e-10,7.44413073e-11
0.1,10,6.04792451,130.047888,148.351431,-6.61064647e-10,1.78970408e-10,6.16538626e-11,9.53505469e-11,1.31754288e-10,8.24094057e-11
0.1,11,6.04792451,132.949665,148.351431,-6.31255659e-10,2.04634767e-10,6.20515792e-11,9.22412355e-11,1.20922411e-10,7.94156685e-11
0.1,12,6.04792451,127.146125,154.154956,-5.94912564e-10,1.77752424e-10,4.02786311e-11,9.20387169e-11,1.25560451e-10,7.70293621e-11
0.1,13,6.04792451,130.047888,157.056719,-5.30530342e-10,2.09848416e-10,3.42657396e-11,8.75541167e-11,1.09683047e-10,7.02874148e-11
0.1,14,6.04792451,127.146125,157.056719,-5.49902013e-10,1.87548144e-10,3.15505157e-11,8.94770924e-11,1.18017332e-10,7.25155769e-11
0.1,15,6.04792451,127.146125,151.253194,-6.41664499e-10,1.65805022e-10,5.00550885e-11,9.48889023e-11,1.34070685e-10,8.14203011e-11
0.1,16,6.04792451,127.146125,148.351431,-6.90495938e-10,1.51706467e-10,6.10863027e-11,9.81359716e-11,1.4364121e-10,8.57148241e-11
0.1,17,6.04792451,127.146125,145.449668,-7.41733508e-10,1.35443171e-10,7.36522371e-11,1.01800859e-10,1.54231766e-10,8.99824382e-11
0.1,18,6.04792451,130.047888,145.449668,-7.08268555e-10,1.64617722e-10,7.32153227e-11,9.86800711e-11,1.40721726e-10,8.62291696e-11
0.1,19,6.04792451,124.244362,154.154956,-6.16518059e-10,1.52680452e-10,3.78724725e-11,9.38474159e-11,1.35594785e-10,7.98761821e-11
0.1,20,6.04792451,124.244362,157.056719,-5.68311065e-10,1.64161088e-10,2.85232653e-11,9.10470102e-11,1.26985408e-10,7.50456086e-11
0.1,21,6.04792451,124.244362,151.253194,-6.66725841e-10,1.38948852e-10,4.83556944e-11,9.69838584e-11,1.45426809e-10,8.46154674e-11
0.1,22,6.04792451,124.244362,145.449668,-7.74910913e-10,1.04613214e-10,7.39626832e-11,1.04570082e-10,1.69072201e-10,9.41054179e-11
0.1,23,6.04792451,124.244362,148.351431,-7.19364457e-10,1.22931915e-10,6.0289912e-11,1.00535587e-10,1.56575988e-10,8.93630794e-11
0.1,24,6.04792451,121.342599,154.154956,-6.37146558e-10,1.26499811e-10,3.5174523e-11,9.52649626e-11,1.46372678e-10,8.29523672e-11
0.1,25,6.04792451,121.342599,157.056719,-5.85692106e-10,1.39806583e-10,2.52329425e-11,9.22132926e-11,1.36571143e-10,7.77999887e-11
0.1,26,6.04792451,121.342599,142.547891,-8.71732853e-10,4.92082833e-11,9.13340584e-11,1.11997828e-10,2.0196636e-10,1.04063667e-10
0.1,27,6.04792451,124.244362,142.547891,-8.33816627e-10,8.40102432e-11,8.97486876e-11,1.09159327e-10,1.83047175e-10,9.8878794e-11
0.1,28,6.04792451,121.342599,145.449668,-8.07596656e-10,7.22360713e-11,7.40260769e-11,1.06983193e-10,1.85412005e-10,9.86530649e-11
0.1,29,6.04792451,118.440829,154.154956,-6.56547705e-10,9.93391619e-11,3.20884951e-11,9.63030142e-11,1.57912294e-10,8.63204438e-11
0.1,30,6.04792451,118.440829,157.056719,-6.01812211e-10,1.14610738e-10,2.16362969e-11,9.29470528e-11,1.46767903e-10,8.07832898e-11
0.1,31,6.04792451,118.440829,148.351431,-7.74760256e-10,6.13208581e-11,5.77254841e-11,1.04225698e-10,1.86023558e-10,9.76756315e-11
0.1,32,6.04792451,121.342599,148.351431,-7.47547912e-10,9.27424249e-11,5.9191152e-11,1.02587681e-10,1.70685174e-10,9.3338906e-11
0.1,33,6.04792451,121.342599,151.253194,-6.90901947e-10,1.1083949e-10,4.63627123e-11,9.86878426e-11,1.57700894e-10,8.81241816e-11
0.1,34,6.04792451,118.440829,151.253194,-7.13968884e-10,8.16122031e-11,4.39714064e-11,1.00015392e-10,1.70954362e-10,9.19265428e-11
0.1,35,6.04792451,118.440829,142.547891,-9.09293807e-10,1.27947037e-11,9.26130769e-11,1.14441671e-10,2.22901211e-10,1.09791107e-10
0.1,36,6.04792451,118.440829,145.449668,-8.39585346e-10,3.84238613e-11,7.37400488e-11,1.08956608e-10,2.03272399e-10,1.03624283e-10
0.1,37,6.04792451,115.539066,154.154956,-6.74541478e-10,7.13150233e-11,2.85670879e-11,9.69292285e-11,1.70203837e-10,8.99354202e-11
0.1,38,6.04792451,115.539066,157.056719,-6.16487694e-10,8.86380414e-11,1.76401237e-11,9.33393016e-11,1.57563421e-10,8.40315317e-11
0.1,39,6.04792451,115.539066,151.253194,-7.35696282e-10,5.13864437e-11,4.11441957e-11,1.00902328e-10,1.85141402e-10,9.60363317e-11
0.1,40,6.04792451,115.539066,148.351431,-8.0075524e-10,2.87615209e-11,5.57344067e-11,1.05403054e-10,2.02593442e-10,1.02393607e-10
0.1,41,6.04792451,115.539066,139.646128,-1.02858488e-09,-5.6606525e-11,1.17857821e-10,1.23422855e-10,2.72363049e-10,1.23500807e-10
0.1,42,6.04792451,118.440829,139.646128,-9.84636817e-10,-1.56405253e-11,1.14917485e-10,1.20802895e-10,2.45035964e-10,1.16216821e-10
0.1,43,6.04792451,115.539066,142.547891,-9.46200118e-10,-2.50754851e-11,9.33861183e-11,1.16516824e-10,2.45958309e-10,1.16029845e-10
0.1,44,6.04792451,112.637296,154.154956,-6.90878244e-10,4.25550706e-11,2.45630703e-11,9.7104158e-11,1.83163623e-10,9.38118611e-11
0.1,45,6.04792451,112.637296,157.056719,-6.29524488e-10,6.2083283e-11,1.32296587e-11,9.32763172e-11,1.68870293e-10,8.74980574e-11
0.1,46,6.04792451,112.637296,145.449668,-9.00300445e-10,-3.28948258e-11,7.14743126e-11,1.11639871e-10,2.43927684e-10,1.14879127e-10
0.1,47,6.04792451,115.539066,145.449668,-8.70602035e-10,3.32727964e-12,7.29455177e-11,1.10519927e-10,2.22777144e-10,1.09034573e-10
0.1,48,6.04792451,112.637296,148.351431,-8.25247648e-10,-4.75875069e-12,5.31070778e-11,1.06122139e-10,2.20416047e-10,1.07429579e-10
0.1,49,6.04792451,112.637296,139.646128,-1.07203602e-09,-9.90810628e-11,1.20088203e-10,1.25594576e-10,3.0264119e-10,1.31551936e-10
0.1,50,6.04792451,112.637296,142.547891,-9.82100512e-10,-6.42578629e-11,9.34833877e-11,1.18084431e-10,2.71218076e-10,1.22889754e-10
0.1,51,6.04792451,112.637296,136.744365,-1.17155186e-09,-1.37619902e-10,1.52376015e-10,1.34494679e-10,3.38649248e-10,1.40948669e-10
0.1,52,6.04792451,115.539066,136.744365,-1.11893972e-09,-9.14345058e-11,1.47162491e-10,1.31529745e-10,3.02296327e-10,1.31474595e-10
0.1,53,6.04792451,109.735534,139.646128,-1.11445742e-09,-1.42870424e-10,1.21318802e-10,1.27258259e-10,3.35979522e-10,1.40379389e-10
0.1,54,6.04792451,109.735534,142.547891,-1.01655839e-09,-1.04532147e-10,9.26008298e-11,1.19123475e-10,2.9872968e-10,1.30332412e-10
0.1,55,6.04792451,106.833763,154.154956,-7.17478799e-10,-1.65810022e-11,1.47578356e-11,9.61125415e-11,2.10933063e-10,1.02239661e-10
0.1,56,6.04792451,109.735534,154.154956,-7.05279335e-10,1.32135639e-11,1.99852218e-11,9.6859562e-11,1.96802158e-10,9.79217055e-11
0.1,57,6.04792451,109.735534,157.056719,-6.40680342e-10,3.50048046e-11,8.32636217e-12,9.28238389e-11,1.80609944e-10,9.11659151e-11
0.1,58,6.04792451,106.833763,157.056719,-6.49746201e-10,7.58239131e-12,2.88322664e-12,9.19381724e-11,1.92735203e-10,9.50282839e-11
0.1,59,6.04792451,106.833763,151.253194,-7.89813548e-10,-4.37192539e-11,2.8698403e-11,1.00765618e-10,2.33023378e-10,1.10073006e-10
0.1,60,6.04792451,109.735534,151.253194,-7.73966502e-10,-1.14329466e-11,3.36009449e-11,1.01287909e-10,2.16283144e-10,1.05110712e-10
0.1,61,6.04792451,106.833763,145.449668,-9.53900403e-10,-1.07932142e-10,6.56124807e-11,1.12270547e-10,2.9109129e-10,1.27964389e-10
0.1,62,6.04792451,109.735534,145.449668,-9.28218502e-10,-7.00666677e-11,6.91086285e-11,1.12258473e-10,2.66719452e-10,1.21213595e-10
0.1,63,6.04792451,109.735534,148.351431,-8.47844961e-10,-3.91094067e-11,4.9725956e-11,1.06374083e-10,2.394136e-10,1.12844872e-10
0.1,64,6.04792451,106.833763,148.351431,-8.68113303e-10,-7.40595918e-11,4.53572249e-11,1.06109038e-10,2.59521626e-10,1.18594662e-10
0.1,65,6.04792451,106.833763,139.646128,-1.15520871e-09,-1.87742877e-10,1.21067781e-10,1.28311917e-10,3.72352177e-10,1.50027712e-10
0.1,66,6.04792451,106.833763,142.547891,-1.0489305e-09,-1.45694706e-10,9.04034347e-11,1.19575641e-10,3.28421096e-10,1.38376671e-10
0.1,67,6.04792451,106.833763,133.842602,-1.41142986e-09,-2.8671196e-10,2.06811318e-10,1.5166185e-10,4.84358997e-10,1.77888329e-10
0.1,68,6.04792451,109.735534,133.842602,-1.34684108e-09,-2.32600814e-10,2.00049907e-10,1.48700954e-10,4.2901685e-10,1.6378883e-10
0.1,69,6.04792451,109.735534,136.744365,-1.22384614e-09,-1.85426646e-10,1.56569008e-10,1.37011805e-10,3.79184684e-10,1.51472404e-10
0.1,70,6.04792451,106.833763,136.744365,-1.27516664e-09,-2.34552211e-10,1.59135455e-10,1.38845449e-10,4.2399842e-10,1.63097036e-10
0.1,71,6.04792451,103.932001,154.154956,-7.27058469e-10,-4.66512905e-11,8.7904432e-12,9.49271564e-11,2.25455821e-10,1.06740387e-10
0.1,72,6.04792451,103.932001,157.056719,-6.56403432e-10,-2.0077948e-11,-3.10279948e-12,9.06282549e-11,2.05075013e-10,9.90301383e-11
0.1,73,6.04792451,103.932001,145.449668,-9.76716152e-10,-1.46331294e-10,6.07257786e-11,1.11690782e-10,3.16833226e-10,1.35147907e-10
0.1,74,6.04792451,103.932001,148.351431,-8.85541362e-10,-1.09412993e-10,3.98875238e-11,1.05254437e-10,2.80562573e-10,1.2462624e-10
0.1,75,6.04792451,103.932001,142.547891,-1.07852816e-09,-1.87478838e-10,8.65743172e-11,1.19389318e-10,3.60116992e-10,1.46993293e-10
0.1,76,6.04792451,103.932001,139.646128,-1.19353871e-09,-2.33436853e-10,1.18843588e-10,1.28626096e-10,4.11728873e-10,1.60445199e-10
0.1,77,6.04792451,103.932001,136.744365,-1.32452826e-09,-2.84752555e-10,1.59524796e-10,1.39950829e-10,4.73137807e-10,1.75822593e-10
0.1,78,6.04792451,103.932001,133.842602,-1.47499823e-09,-3.42251533e-10,2.11092199e-10,1.53866961e-10,5.45904932e-10,1.9355452e-10
0.1,79,6.04792451,101.030231,151.253194,-8.12861778e-10,-1.09068136e-10,1.59712504e-11,9.81458803e-11,2.68148614e-10,1.20590621e-10
0.1,80,6.04792451,103.932001,151.253194,-8.0292123e-10,-7.63268823e-11,2.28496614e-11,9.97514363e-11,2.50390958e-10,1.15227265e-10
0.1,81,6.04792451,101.030231,154.154956,-7.33737404e-10,-7.68399511e-11,1.9618866e-12,9.32454738e-11,2.4017896e-10,1.1139982e-10
0.1,82,6.04792451,101.030231,148.351431,-8.99565089e-10,-1.4496182e-10,3.30752335e-11,1.03803598e-10,3.02280839e-10,1.30938052e-10
0.1,83,6.04792451,101.030231,145.449668,-9.95995841e-10,-1.84954829e-10,5.42541012e-11,1.10471854e-10,3.43668843e-10,1.42674997e-10
0.1,84,6.04792451,101.030231,142.547891,-1.10456133e-09,-2.29614022e-10,8.0712298e-11,1.18434554e-10,3.93582195e-10,1.56123711e-10
0.1,85,6.04792451,101.030231,139.646128,-1.22832422e-09,-2.7958999e-10,1.14216955e-10,1.28153141e-10,4.53791865e-10,1.71621661e-10
0.1,86,6.04792451,101.030231,136.744365,-1.37077949e-09,-3.35661304e-10,1.56940211e-10,1.40098974e-10,5.26270028e-10,1.89652266e-10
0.1,87,6.04792451,101.030231,133.842602,-1.53623037e-09,-3.98809236e-10,2.11832982e-10,1.55042215e-10,6.13442463e-10,2.10820472e-10
0.1,88,6.04792451,101.030231,130.940825,-1.72989512e-09,-4.70115891e-10,2.82910168e-10,1.7390335e-10,7.18489268e-10,2.35732156e-10
0.1,89,6.04792451,103.932001,130.940825,-1.64908842e-09,-4.0674919e-10,2.76787482e-10,1.71208422e-10,6.32060071e-10,2.14045406e-10
0.1,90,6.04792451,98.1284678,151.253194,-8.1911472e-10,-1.41768472e-10,7.95201318e-12,9.60205179e-11,2.86042662e-10,1.26060121e-10
0.1,91,6.04792451,98.1284678,154.154956,-7.37055916e-10,-1.0694727e-10,-5.72939135e-12,9.10732947e-11,2.5487204e-10,1.161162e-10
0.1,92,6.04792451,98.1284678,148.351431,-9.09613884e-10,-1.80460522e-10,2.48344852e-11,1.01764548e-10,3.24381411e-10,1.37419562e-10
0.1,93,6.04792451,98.1284678,139.646128,-1.25839372e-09,-3.25832999e-10,1.06595878e-10,1.26683525e-10,4.98017849e-10,1.83458221e-10
0.1,94,6.04792451,98.1284678,142.547891,-1.12604548e-09,-2.71768635e-10,7.25254926e-11,1.16696652e-10,4.28359653e-10,1.65682371e-10
0.1,95,6.04792451,98.1284678,128.039062,-2.06312878e-09,-6.24413632e-10,3.83231863e-10,2.01263325e-10,9.69409664e-10,2.95999419e-10
0.1,96,6.04792451,101.030231,128.039062,-1.95799399e-09,-5.51023893e-10,3.75608739e-10,1.97896671e-10,8.44832759e-10,2.65161282e-10
0.1,97,6.04792451,98.1284678,130.940825,-1.80744064e-09,-5.34452094e-10,2.83240348e-10,1.7513288e-10,8.13563938e-10,2.5964908e-10
0.1,98,6.04792451,95.2267051,151.253194,-8.21189505e-10,-1.74178824e-10,-1.29287835e-12,9.33154734e-11,3.03784026e-10,1.31606989e-10
0.1,99,6.04792451,95.2267051,154.154956,-7.36665451e-10,-1.36810077e-10,-1.43614513e-11,8.84008561e-11,2.69269079e-10,1.20871702e-10
0.1,100,6.04792451,95.2267051,145.449668,-1.02073305e-09,-2.61822342e-10,3.54331738e-11,1.05778858e-10,3.99050931e-10,1.58483754e-10
0.1,101,6.04792451,98.1284678,145.449668,-1.01094877e-09,-2.23562155e-10,4.58600692e-11,1.08507668e-10,3.71236986e-10,1.50502305e-10
0.1,102,6.04792451,95.2267051,148.351431,-9.14967158e-10,-2.15633525e-10,1.49166044e-11,9.90197022e-11,3.46447426e-10,1.44009776e-10
0.1,103,6.04792451,95.2267051,136.744365,-1.44750256e-09,-4.37774816e-10,1.39784517e-10,1.37040448e-10,6.42030262e-10,2.20162444e-10
0.1,104,6.04792451,98.1284678,136.744365,-1.41233591e-09,-3.86832427e-10,1.50606264e-10,1.39198639e-10,5.82879411e-10,2.04503497e-10
0.1,105,6.04792451,95.2267051,139.646128,-1.28240085e-09,-3.71828651e-10,9.55112933e-11,1.24221369e-10,5.43569634e-10,1.9580508e-10
0.1,106,6.04792451,95.2267051,133.842602,-1.64362579e-09,-5.12880349e-10,1.98170438e-10,1.53385346e-10,7.64080965e-10,2.49613302e-10
0.1,107,6.04792451,98.1284678,133.842602,-1.59317903e-09,-4.5588866e-10,2.07893938e-10,1.54977822e-10,6.86543378e-10,2.29585767e-10
0.1,108,6.04792451,95.2267051,130.940825,-1.87878513e-09,-5.99030492e-10,2.76121404e-10,1.74587594e-10,9.16152709e-10,2.85673096e-10
0.1,109,6.04792451,92.2287777,148.351431,-9.14918363e-10,-2.5079927e-10,2.9709425e-12,9.55002188e-11,3.68325814e-10,1.50676777e-10
0.1,110,6.04792451,92.2287777,151.253194,-8.18454693e-10,-2.06590231e-10,-1.22294553e-11,8.99026548e-11,3.21194987e-10,1.37169734e-10
0.1,111,6.04792451,92.2287777,145.449668,-1.0244412e-09,-3.00075409e-10,2.22789044e-11,1.02170064e-10,4.26992164e-10,1.66697059e-10
0.1,112,6.04792451,92.2287777,142.547891,-1.15092669e-09,-3.55357188e-10,4.72802769e-11,1.10323042e-10,4.99733754e-10,1.85719246e-10
0.1,113,6.04792451,95.2267051,142.547891,-1.14181831e-09,-3.13565035e-10,6.16345031e-11,1.14044135e-10,4.63840855e-10,1.75543913e-10
0.1,114,6.04792451,92.2287777,139.646128,-1.29896383e-09,-4.17772789e-10,7.99459943e-11,1.20418495e-10,5.90336113e-10,2.08712686e-10
0.1,115,6.04792451,92.2287777,128.039062,-2.25517072e-09,-7.73663522e-10,3.65996788e-10,2.00537933e-10,1.25595023e-09,3.67785274e-10
0.1,116,6.04792451,95.2267051,128.039062,-2.16326757e-09,-6.98564262e-10,3.81234766e-10,2.02345335e-10,1.10644904e-09,3.30160843e-10
0.1,117,6.04792451,92.2287777,130.940825,-1.94151339e-09,-6.64077904e-10,2.58964461e-10,1.71635789e-10,1.02590758e-09,3.13884307e-10
0.1,118,6.04792451,92.2287777,125.137299,-2.64294142e-09,-9.02555253e-10,5.15144039e-10,2.39640918e-10,1.55255131e-09,4.36456649e-10
0.1,119,6.04792451,95.2267051,125.137299,-2.5098017e-09,-8.14337708e-10,5.24907728e-10,2.39411713e-10,1.34606104e-09,3.85460969e-10
0.1,120,6.04792451,90.4979259,151.253194,-8.11847811e-10,-2.3194717e-10,-1.91140437e-11,8.76497486e-11,3.34340722e-10,1.41542042e-10
0.1,121,6.04792451,92.2287777,154.154956,-7.32059913e-10,-1.66731018e-10,-2.42750039e-11,8.51356693e-11,2.83392865e-10,1.25653307e-10
0.1,122,6.04792451,90.4979259,154.154956,-7.24512506e-10,-1.90113578e-10,-3.04732316e-11,8.29601041e-11,2.93869762e-10,1.29405889e-10
0.1,123,6.04792451,90.4979259,145.449668,-1.02156372e-09,-3.29854227e-10,1.36397334e-11,9.96433908e-11,4.48424603e-10,1.73131467e-10
0.1,124,6.04792451,90.4979259,148.351431,-9.0974156e-10,-2.78247536e-10,-4.73347576e-12,9.30991118e-11,3.8503703e-10,1.560055e-10
0.1,125,6.04792451,90.4979259,136.744365,-1.48730583e-09,-5.28399158e-10,1.10839858e-10,1.30473701e-10,7.52252094e-10,2.5004887e-10
0.1,126,6.04792451,92.2287777,136.744365,-1.47461554e-09,-4.8873422e-10,1.23139068e-10,1.33341269e-10,7.03469727e-10,2.36640041e-10
0.1,127,6.04792451,90.4979259,139.646128,-1.30440647e-09,-4.53494603e-10,6.90141139e-11,1.17701501e-10,6.26958818e-10,2.19044671e-10
0.1,128,6.04792451,90.4979259,128.039062,-2.31587238e-09,-8.32419633e-10,3.49894475e-10,1.97742586e-10,1.3804542e-09,3.99608818e-10
0.1,129,6.04792451,90.4979259,130.940825,-1.97999772e-09,-7.14798276e-10,2.4382707e-10,1.68684192e-10,1.11561516e-09,3.37365413e-10
0.1,130,6.04792451,90.4979259,125.137299,-2.73579737e-09,-9.72119163e-10,4.99020381e-10,2.37494857e-10,1.72834813e-09,4.80423257e-10
0.1,131,6.04792451,90.4979259,122.235529,-3.26584559e-09,-1.13974397e-09,7.12676584e-10,2.92742025e-10,2.19167995e-09,5.86945881e-10
0.1,132,6.04792451,92.2287777,122.235529,-3.12611603e-09,-1.05568154e-09,7.26371296e-10,2.93645358e-10,1.93857375e-09,5.24944699e-10
0.1,133,6.04792451,89.4986168,148.351431,-9.04907371e-10,-2.93791769e-10,-9.4916271e-12,9.16161938e-11,3.94293598e-10,1.58906485e-10
0.1,134,6.04792451,89.4986168,151.253194,-8.06485878e-10,-2.46391713e-10,-2.32500304e-11,8.62291696e-11,3.41479484e-10,1.44050008e-10
0.1,135,6.04792451,89.4986168,142.547891,-1.14897025e-09,-4.06188944e-10,3.13987135e-11,1.05966048e-10,5.43236733e-10,1.98430328e-10
0.1,136,6.04792451,90.4979259,142.547891,-1.15136167e-09,-3.87891441e-10,3.75745199e-11,1.07712325e-10,5.27638877e-10,1.93909569e-10
0.1,137,6.04792451,89.4986168,145.449668,-1.0176715e-09,-3.46764562e-10,8.31811703e-12,9.80897238e-11,4.60312566e-10,1.76825513e-10
0.1,138,6.04792451,89.4986168,139.646128,-1.30450173e-09,-4.73745598e-10,6.20451884e-11,1.15942006e-10,6.47525533e-10,2.24935293e-10
0.1,139,6.04792451,89.4986168,136.744365,-1.49109425e-09,-5.50747836e-10,1.02812543e-10,1.28532865e-10,7.79833087e-10,2.57704746e-10
0.1,140,6.04792451,89.4986168,133.842602,-1.71792292e-09,-6.39762632e-10,1.57952595e-10,1.44935036e-10,9.4879371e-10,2.98801262e-10
0.1,141,6.04792451,90.4979259,133.842602,-1.70884062e-09,-6.145916e-10,1.6718156e-10,1.46970699e-10,9.11462239e-10,2.88646662e-10
0.1,142,6.04792451,89.4986168,130.940825,-1.99739958e-09,-7.43383244e-10,2.33332714e-10,1.6651569e-10,1.16702026e-09,3.50947854e-10
0.1,143,6.04792451,88.4993076,154.154956,-7.14064308e-10,-2.13095958e-10,-3.79837863e-11,8.02381703e-11,3.03741199e-10,1.3295931e-10
0.1,144,6.04792451,89.4986168,154.154956,-7.1884243e-10,-2.03475015e-10,-3.42053989e-11,8.16400766e-11,2.99658437e-10,1.31467254e-10
0.1,145,6.04792451,89.4986168,157.056719,-6.392602e-10,-1.64372724e-10,-4.29559756e-11,7.7530149e-11,2.66533851e-10,1.20933305e-10
0.1,146,6.04792451,88.4993076,157.056719,-6.34552966e-10,-1.7326271e-10,-4.63100565e-11,7.61458743e-11,2.69829714e-10,1.22234209e-10
0.1,147,6.04792451,88.4993076,142.547891,-1.14617671e-09,-4.19490054e-10,2.49259415e-11,1.04188512e-10,5.5433641e-10,2.01867606e-10
0.1,148,6.04792451,88.4993076,145.449668,-1.01378017e-09,-3.58932856e-10,2.64339202e-12,9.64220995e-11,4.68820593e-10,1.79510518e-10
0.1,149,6.04792451,88.4993076,139.646128,-1.30305478e-09,-4.88100893e-10,5.44366427e-11,1.13929303e-10,6.6238881e-10,2.29262095e-10
0.1,150,6.04792451,88.4993076,136.744365,-1.4921574e-09,-5.66817815e-10,9.41229872e-11,1.26431046e-10,7.99565525e-10,2.63393918e-10
0.1,151,6.04792451,88.4993076,130.940825,-2.00758321e-09,-7.63996422e-10,2.21431415e-10,1.64087355e-10,1.20419286e-09,3.60953906e-10
0.1,152,6.04792451,88.4993076,133.842602,-1.72266612e-09,-6.57652877e-10,1.47692539e-10,1.42596532e-10,9.75702408e-10,3.062125e-10
0.1,153,6.04792451,88.4993076,125.137299,-2.81364843e-09,-1.03979658e-09,4.69994543e-10,2.32621103e-10,1.90622007e-09,5.25638644e-10
0.1,154,6.04792451,89.4986168,125.137299,-2.78263856e-09,-1.01146425e-09,4.85895046e-10,2.35388514e-10,1.83120719e-09,5.06431841e-10
0.1,155,6.04792451,89.4986168,128.039062,-2.34509012e-09,-8.65750249e-10,3.38028633e-10,1.9564303e-10,1.45245993e-09,4.18235752e-10
0.1,156,6.04792451,88.4993076,128.039062,-2.36345543e-09,-8.89415042e-10,3.24011901e-10,1.92877325e-10,1.50476109e-09,4.31909425e-10
0.1,157,6.04792451,88.4993076,122.235529,-3.38811379e-09,-1.22178101e-09,6.81367962e-10,2.88282342e-10,2.45207477e-09,6.51548704e-10
0.1,158,6.04792451,89.4986168,122.235529,-3.33888117e-09,-1.18755883e-09,6.99290903e-10,2.91049185e-10,2.34160313e-09,6.24137575e-10
0.1,159,6.04792451,87.4999985,154.154956,-7.0865408e-10,-2.2260653e-10,-4.19027313e-11,7.88273197e-11,3.07495501e-10,1.34481495e-10
0.1,160,6.04792451,87.4999985,157.056719,-6.29236718e-10,-1.82116086e-10,-4.9754683e-11,7.48486481e-11,2.72988854e-10,1.23562438e-10
0.1,161,6.04792451,87.4999985,136.744365,-1.49151713e-09,-5.82655035e-10,8.46002018e-11,1.24194696e-10,8.18909829e-10,2.68811584e-10
0.1,162,6.04792451,87.4999985,139.646128,-1.30055122e-09,-5.02532016e-10,4.6579119e-11,1.11943309e-10,6.76618261e-10,2.33508518e-10
0.1,163,6.04792451,87.4999985,133.842602,-1.72555903e-09,-6.75530576e-10,1.36497966e-10,1.4015461e-10,1.00204878e-09,3.13562398e-10
0.1,164,6.04792451,87.4999985,130.940825,-2.01525197e-09,-7.84155019e-10,2.08028497e-10,1.61365504e-10,1.2407666e-09,3.7081746e-10
0.1,165,6.04792451,87.4999985,128.039062,-2.37916487e-09,-9.12995513e-10,3.08259834e-10,1.89815386e-10,1.55637547e-09,4.45600251e-10
0.1,166,6.04792451,87.4999985,125.137299,-2.84038615e-09,-1.06747511e-09,4.50761983e-10,2.29218533e-10,1.98073846e-09,5.44810808e-10
0.1,167,6.04792451,87.4999985,119.333766,-4.19998925e-09,-1.4871554e-09,9.69492375e-10,3.64931085e-10,3.37723516e-09,8.65849392e-10
0.1,168,6.04792451,88.4993076,119.333766,-4.12870627e-09,-1.44519152e-09,9.95187932e-10,3.68696712e-10,3.20946225e-09,8.24786905e-10
0.1,169,6.04792451,87.4999985,122.235529,-3.43268858e-09,-1.25549526e-09,6.58888832e-10,2.84632373e-10,2.56245958e-09,6.79319878e-10
0.1,170,6.04792451,86.6252631,154.154956,-7.02941982e-10,-2.31354616e-10,-4.54924848e-11,7.74781697e-11,3.11078552e-10,1.35885012e-10
0.1,171,6.04792451,86.6252631,157.056719,-6.23788465e-10,-1.90197899e-10,-5.28291473e-11,7.35822792e-11,2.75713952e-10,1.2477e-10
0.1,172,6.04792451,86.6252631,148.351431,-8.89545382e-10,-3.26344757e-10,-2.41832197e-11,8.69912337e-11,4.12693518e-10,1.65170849e-10
0.1,173,6.04792451,87.4999985,148.351431,-8.95255259e-10,-3.16188742e-10,-1.95834304e-11,8.85114343e-11,4.07118061e-10,1.63152714e-10
0.1,174,6.04792451,87.4999985,151.253194,-7.96300359e-10,-2.67027345e-10,-3.21561319e-11,8.32160729e-11,3.51545626e-10,1.47554427e-10
0.1,175,6.04792451,86.6252631,151.253194,-7.90574051e-10,-2.76497825e-10,-3.61677389e-11,8.18983492e-11,3.55953156e-10,1.49135274e-10
0.1,176,6.04792451,86.6252631,142.547891,-1.13717591e-09,-4.44531328e-10,1.17861094e-11,1.00525178e-10,5.74766013e-10,2.08102119e-10
